Random_ID,Problem_Statement,Resolution_Statement,
5D127634-F5BB-41B0-9EDC-009DA7FD5C2E,platform raise button sticking                                      decal cracked                                                       ,replaced decal                                                                                                                          ,EZZ
294C8629-BFE8-45C6-AB1A-009DB233B293,"SHOWING LOW VOLTAGE                   BATTERIES LOAD TEST BAD,CHARGER GOOD",REPLACED BATTERIES AND TEST O/K,GWS
AED5B116-AF93-463A-A2D8-009DB5C9C9CA,UNIT WILL NOT DRIVE. FOUND BAD FOOT SWITCH.                                                                                             ,REMOVED AND REPLACED FOOT SWITCH.                                                                                                       ,ES
9AA34C14-461B-4CEA-9D96-009FBA504040,hyd leak.  lift arm hoses leaking.                                                                                                      ,had new hoses made and installed                                                                                                        ,HH
D81BEB9D-503B-40B4-862B-00A113E98FFC,"HORN INOP, FAULTY FWD REV LEVER                                                                                                         ",REPLACED FWD REV LEVER                                                                                                                  ,ES
F9A4261F-3B78-4742-9D9B-00A2030D8384,"UNIT WILL NOT OPERATE, TRACK WAS BENT DAMAGING THE HARNESS,ALSO HAD A LEAK, FAULTY HOSES                                                ","REPLACED TRACK, HARNESS AND HOSES                                                                                                       ",MZ
A70D7E73-1FEA-4444-8AEC-00A2D9BED633,120008,120008,noc
FFAABAE9-5FB1-4B87-B98A-00A3315E58D2,found that exhaust pipe was cracking at connection point                                                                                ,Replaced exhaust pipe. tested. unit working properly. return to service                                                                 ,PGM
A7A7C959-CF8C-4659-827C-00A38E21533B,CALL FOR THE UNIT WOULD NOT ROTATE TO LEFT. JOYSTICK WOULD NOT RECALIBRATE,ORDERED AND REPLACED THE JOYSTICK,EJ
CCB05CBD-C828-48B2-B790-00A409E2F571,"Tail pipe broke at muffler ,                                                                                                            ",new kit has a bracket to help hold so it will not break again                                                                           ,ZZD
141563DD-79BD-4D12-A545-00A438F5B81A,tires are worn out prematurely. OK per Jeff Dunn to file.                                                                               ,order and foam filled tires and install on unit.                                                                                        ,GWS
D1F0E60F-5DE4-4BCD-B509-00A46A8BC5A6,hydraulic leak at back of boom.oring torn at aux manifold on flow reg valve                                                             ,replaced oring cleaned up spill topped off oil                                                                                          ,HO
00908BF6-E489-4E70-94E1-00A57ECCC082,Make rent ready. Horn not working.,"Horn only works when platform e-stop is down. Checked wiring, connections, touch pad, relays and replaced the pc cards in platform. Called Steve with genie to check software and wiring. Added a diode to wiring in platform for horn to work.",EZZ
2D62D7A5-22A0-45FE-B316-00A5B82D8349,Unit will not operate.Batteries not being charged. charger is faulty                                                                    ,Removed old battery charger and installed new one. checked unit for proper charging. everything is okay.                                ,GWS
3B165057-5177-430B-BA3D-00A62259B9F3,RECEIVED UNIT FROM FACTORY WITH BENT BASKET,REPLACED BASKET ASSEMBLY,AS
98DE549B-FB8C-4608-A05F-00A659628859,Code on GCON about no communication to upper controls.T/S and found upper circuit board inop. OK per Jeff Dunn to file.                 ,"Replaced circuit board and tested. Works fine, returned machine to service.                                                             ",GWS
9F4BD750-1365-46FA-B50C-00A71483757A,"The light of charger is not bright , the charger has fault and cannot charge.                                                           ",Replace a new  charger.(This part is local purchasing)                                                                                  ,ZZD
68D1114A-0639-402B-AAE5-00A79C0A3D0D,WILL NOT CRANK.T/S WILL EMAIL MORE INFO                                                                                                 ,"CHECK OUT AND FOUND FUSE IN BATTERY BOX BLOWN.REPLACED FUSE, CRANKEDMACHINE.UNIT WORKING PROPERLY. RETURNED TO SERVICE                  ",GW
B5CA74B6-28E1-4E83-9621-00A9178A954E,"CALL FOR THE UNIT OVER HEATING- FOUND THE FAN BROKEN AND IR DAMAGED THE BELT,AIR FILTER CUP AND CONNECTING SLEEVE                       ",REPALCED ALL . USED VAN STOCK BELT                                                                                                      ,GWS
EAD96885-E13E-41CF-9A15-00AB85AD21DF,"Cooling fan blades came off, Defect in fan where blades meet the hub.                                                                   ",Removed and replaced fan                                                                                                                ,MZ
84DCE21B-AF8E-430D-AD0F-00ADF54BC52C,Boom won't stay running                                                                                                                 ,Replaced Alternator                                                                                                                     ,ZZD
27D0B5F3-2F86-4040-B44B-00AE89443690,Hydraulic leak . Busted O-ring on manifold                                                                                              ,r&r valve and replaced 0-ring and checked for further leaks ect greased unit ect                                                        ,HO
7212DD22-D717-4701-8893-00AF9F70F80D,"Charging problem. Batteries show 23.9vdc, Charger output 25.7vdc.",Returned to shop to pickup replacement batteries. Installed new batteries and connected charger. Charger output 28.1vdc. Tested machine for proper operation & returned to service.,ZZZ
45BF97E8-2332-4E4E-88A7-00AFBE168807,Leaks found  at main control valve and hyd tank sight glass. Found blown o- ring at valve block plug.                                   ,"Replaced o-ring, tightened sight glass and tested for leaks.                                                                            ",HO
F9BF89CB-6ECC-4C00-86BC-00B0992750B7,Unit has a leak/located unit at jobsite troubleshoot to find unit was leaking from left side drive motor,had to remove left side drive motor hoses/inspected all o-rings and had to repair all fittings  tested all unit functions/good,HO
603A2F62-1E60-4296-BBD2-00B204A5752B,BOOM WEAR PADS COMING OUT. FOUND BOOM WEAR PAD BOLTS BACKING OUT & CAUSING DAMAGE TO WEAR PADS.,REMOVED BAD WEAR PADS. INSTALLED NEW WEAR PADS & NEW BOLTS.,GWW
19364E32-C186-4325-AA03-00B29E65666A,no lift                                                             faulty encoder. only comes with motor purchase                      ,replace motor                                                                                                                           ,ZZD
AB20E0F2-1AAB-4BB2-A0A7-00B2AD5ECD95,HYDRAULIC HOSES WERE LEAKING. EVALUATED AND FOUND 4 HOSES LEAKING.                                                                      ,REPLACED 4 HOSES. REPLACED ALL BOSS O-RINGS AND FLAT FACE O-RINGS ON THE REST OF FITTINGS IN COLLECTOR BLOCK/ ROTATOR.                  ,HH
69E158CD-FA2C-445A-9BC2-00B2D60427E6,HYDRAULIC LEAK. UNIT WILL NOT START. STEER CYLINDER HOUSING LEAKING ON THE REAR. OUTLET SIDE OF TANK LEAKING. FAULTY BATTERY.,REAR STEER CYLINDER LEAKING AND HYDRAULIC TANK LEAKING. REPLACE FAULTY BATTERY. TIGHTEN MAIN FEED HOSE CONNECTION ON TANK. TIGHTEN BOLTS ON THE REAR STEER CYLINDER.,ZZD
3BF85F8A-2A9A-47C4-B9C2-00B3193D6189,UNIT WILL NOT OPERATE                      SHORT INSIDE GCON PER GENIE TECH SUPPORT                                                     ,REPLACED GCON                                                                                                                           ,EJE
787F3601-48A7-4022-89E0-00B3CDFEAFE5,INSPECTED FOUND TAIL PIPE WAS BROKEN. VIBRATION FROM WEAK BRACKET CAUSED MUFFLER TO SEPERATE COMPLETELY .,REM/INSTALLED NEW MUFFLER TAIL PIPE. TESTED REL.,GWS
C1613DF9-783E-4155-AC59-00B46AE33B1A,extend and lift cylinders leaking                                   faulty seals                                                        ,repack both cylinders                                               6/01/12  GENIE REFURB CENTER WACO TX                                ,HC
21412523-356F-4233-9C90-00B4B40D60F1,"FAULT CODE LSB2RS. CLEARED CODE AND RUN UNIT, FAULTED AGAIN         FURTHER DIAGNOSE FOUND FAULTY LIMIT SWITCH.                         ",INSTALLED NEW LIMIT SWITCH. TEST O.K.                                                                                                   ,EZL
2104F446-D62E-4DC3-9042-00B52D1507A4,mounting brackets on tank broke off.                                                                                                    ,replaced tank                                                                                                                           ,HR
B011D657-90D8-4235-9791-00B5C0AB6916,"Unit will not go up.  Dispatched tech to customers location. Found unit showing codes U003, U002, U005 & U006.  Swapped GCON with another machine, problem followed the GCON.","Ordered replacement GCON.  Tech returned to jobsite, installed new GCON.  Setup and calibrated.  Tested good.",EJC
FD980610-6E9B-4802-A1E2-00B64A780839,"leaking hyd fluid in telescopic boom                                hoses jumped pully, cutting hoses & jammiing in rear of boom        ",replace hoses. tested unit ok                                                                                                           ,HH
8E0F31EB-FC04-44C4-A763-00B6A5527596,Engine harness rubbing on oil cooler;Routed wrong from factory                                                                          ,Using cable ties reposition harness creating a 10mm gap between it & oil cooler                                                         ,GWW
82A09A6A-ACE5-42B5-85B7-00B6DC8D2ADB,EXCESSIVE BOOM WEAR.OK TO REPLACE PER VERBAL CONVERSATION WITH SHEROD(GENIE).WEAR PADS EATING INTO THE METAL ON THE BOOM MID Section.   ,REPLACE MID BOOM SECTIONS AND WEAR PADS PER SHEROD (GENIE)                                                                              ,MZ
9E3560EC-59EB-4BB7-A700-00B715B3945D,Changer and PCON malfunction                                                                                                            ,Change the parts and sold the problem                                                                                                   ,EJE
EF5D3AAB-A137-453A-8DF0-00B71FA29243,"ENGINE NOT RUNNING ON LP GAS. CHECKED THE FUEL LOCK VALVE, FOUND IT NOT ALLOWING FUEL TO FLOW THRU VALVE. SOLENOID CLICKS BT NO FUEL PAS",REMOVED & REPLACED THE LOCK OFF VALVE. RECHECKED & NOW HAS          FLOW. TESTED AND ALL WORKING GOOD.                                  ,GW
C37DEBC4-7857-4490-9FBF-00B72E6A1691,FUEL FILLER UPDATE                                                                                                                      ,FUEL FILLER UPDATE PERFORMED                                                                                                            ,ZZZ
DA3EB3C8-6F72-4F59-A842-00B75803A2C0,CALL FOR A LEAK. HYDRAULIC CONTROLLER LEAKING,REPLACED CONTROLLER,HV
4B4632B0-60B1-4FF2-85E7-00B8E63162C9,"T/S hyd leak. found suction hose to be loose. caused entire contentsof hyd tank to drain onto the jobsite. tighten fittings, refil hyd  ",oil. tested. worked perfectly. spoke w/Martin Farrell he approved tocover the labor. sent his pics and explained.                       ,HO
F4D42EDA-4382-4122-8D6A-00B96FC3A4AE,"Boom would not function properly about 75 feet. Code LSB4ES was     showing. Spoke with Genie,was told to clear code.Limit switch faulty",Cleared LSB4ES code and tested machine. Boom now working properly   and limit switch does not need changed.                             ,ZZZ
B1F24C69-BE7A-4968-9516-00BB05114D73,JIB NOT WORKING     VALVE/PUMP FAILED,REPLACED VALVE/PUMP,HP
9A812FF7-9966-456B-BBDA-00BB1AC01923,CODE OUT. DROVE TO CUSTOMER OPERATED UNIT INSPECT UNIT FOUND CODE C009 COMES UP. ECU CONNECTION AND DISPLAY COMES UP LIFT DISABLED NO AUTO LEVEL.TOOK DISPLAY OUT AND REMOVE ALL CONNECTION WENT THROUGH CONNECTIONS FROM JOYSTICK TO BASE CONTROL AND,"CLEANED CONNECTIONS PUT ALL CONNECTIONS BACK TOGETHER OPERATED UNIT CLEARED CODES, WENT THROUGH OPERATION WITH CUSTOMER. RETURN UNIT TO SERVICE.",EBC
2745A8BF-52FE-4753-856A-00BB321EAFBE,The grain on tires are easily removed than expected .                                                                                   ,"OTR GS-tires replacement program to exchange tires , replace two front tires , parts shipped no charge .                                ",noc
D568C54D-2639-451D-810F-00BB4B2BE8B7,Seat adjustment handle broken. Approved per Jeff Dunn.                                                                                  ,Replaced seat adjustment handle.                                                                                                        ,noc
9B1713C8-F067-45AD-BC23-00BB61034FFF,Rotator Jib leaking                                                                                                                     ,Replace Rotator Jib. Test all functions... All Ok                                                                                       ,HSP
45991E53-3DD5-4EAB-91DE-00BB666F25F7,steering turns right sometimes when enabling joystick - disassemble joystick found green wires going to steer switches is rubbed through,replaced joystick and rechecked operatiohn                                                                                              ,ZZD
403B8285-C4BB-492F-B81C-00BC5454BCE3,Missing part   screw and nut                                                                                                            ,Replaced                                                                                                                                ,MZ
E4DB622C-9716-4A64-8128-00BCF77CC886,MACHINE NEEDS NEW LOWER CONTROL MODULE. MACHINE WAS HAVING TROUBLES WHILE ON RENT. SERVICE TECH IN THE FIELD WAS TROUBLESHOOTING AND    ,TALKING TO GENIE SERVICE REPS ABOUT THIS ISSUE.NEW PART WAS INSTALLED AND SENSORS CALIBRATED.FUNCTION TESTED AND MACHINE IS WORKING GOO ,ZZD
D332BEF6-21CC-4138-BF5E-00BD07D52A4D,Replaced defective battery charger with new one & tested                                                                                ,Replaced defective battery charger with new one & testedunit working properly. returned to service                                      ,EC
F9B0DB87-51E2-46E7-84A3-00BD22961934,service call: generator not working. inspected unit found bearings shattered.                                                           ,removed old generator and replaced with new one. function tested works normally.                                                        ,noc
8582AC0B-1C84-42CB-BD47-00BDBC708B93,"Customer service call, batteries on unit will not charge. Confirmed batteries failed.",r&r batteries and tested.,EB
542097A9-099D-4716-BF02-00BF0334822D,hydraulic oil leak                                                  blown upper pressure hydraulic hose                                 ,replaced upper section pressure hose                                                                                                    ,HH
7D331FCD-337E-46C0-9AF9-00BF6D1D8165,BACK ON 3/17 THE PC RECEIVED A BROKEN PART                          THEY RE-ORDERED THE PART ON 3/18/14                                 ,THEY FORGOT TO CLOSE THE WORK ORDER UNTIL                           TODAY. THIS IS FO RTHE PART ONLY.                                   ,PGZ
BD9D34BA-CF97-48AD-9FFC-00C04CC749FF,"exhaust leak, found flex tube broken                                                                                                    ",install new flex tube and clamps                                                                                                        ,PDM
714F1D2E-D30D-47B1-8A9B-00C0B31B1D85,OIL COOLER 2 HOURS FOR LABOR  WARRANTY  OIL COOLER LEAKING FROM RIVET.,REMOVED AND REPLACED ENGINE OIL COOLER. CLEANED OFF OIL FROM ENGINE. TOPPED OFF WITH ENGINE OIL. RAN ENGINE AND CHECKED FOR LEAKS.,GWW
41113EB4-06D7-4C8A-9CE6-00C0E97E037F,CALL FOR HYD. LEAK -CUSTOMER OWNED UNIT         PLATFORM UP VALVE LOOSE BLOWING O'RING #234609                                          ,REPLACED O'RING                                                                                                                         ,ZZD
3EFD3941-4469-402D-92B8-00C26DCD0FEA,Defective inverterInverter inoperative                                                                                                  ,Replaced inverter                                                                                                                       ,GWS
1570ABD7-CEAC-479A-B353-00C2E203F348,Roller platform extension bent                                                                                                          ,Replace with new roller                                                                                                                 ,MZ
D93E7C04-2C5C-4AAF-918C-00C31CB6457A,HYDRAULIC PUMP DRIVE MOTOR FAILED. WOULD GET HOT  AND SLOW ALL FUNCTIONS DOWN.,REPLACED 24 DC MOTOR,GWS
DF2890DA-5F6C-465E-9F54-00C3938E00BC,"HYRDAULIC LEAK ON THE MAIN BLOCK, FAULTY ORING                                                                                          ",REMOVED VALVE AND RESEALED AND INSTALLED CHECKED ALL OKAY AT THIS TIME. 02/11/2016                                                      ,HO
C2C21D5B-0810-4448-B5C1-00C3EF243BA5,"WINCH NOT WORKING, LOCKED UP                                                                                                            ",REPLACED THE WINCH                                                                                                                      ,MW
85FC9796-987F-448A-A775-00C5422D23FC,SB 170015,SB 170015,ZZZ
B4F4F0A9-93E4-4F01-B676-00C5D092FA7E,Seat adjustment handle broken. Approved per Jeff Dunn.                                                                                  ,Seat adjustment handle broken.                                                                                                          ,noc
FBA47FF8-1BDA-48F7-9EFD-00C5E9088469,HYDRAULIC OIL BYPASSING SEALS ON VALVE                                                                                                  ,REPLACE ORING ON SOLENOID VALVE.                                                                                                        ,HO
79C469C4-0320-47CA-B2F1-00C62B9C614F,DAMAGED HYD PIPES & HOSES ON BOOM                                   ** PICTURES & SERVICE REPORT WILL BE E-MAILED.**                    ,REPLACE HOSES & PIPES                                                                                                                   ,ZZD
FA96FA3E-F327-46B6-A017-00C837CD3141,Unit died and stranded the operator in the air.Unit has 2.3 hours on it.Unit is giving a low voltage message.                           ,The alternator on this new unit has failed. Replace with new.                                                                           ,PGB
B17351D0-911C-4153-9182-00C8940FBEF0,Complaint: CHECK THE BRAKES  Cause: PARKING BRAKE WAS LOOSE  Correction: CHECKED ALL BRAKES. HYDRAULIC BRAKES WORK GREAT. PARKING BRAKE WAS LOOSE SO TIGHTENED THE PARKING BRAKE. BRAKES HOLD GOOD NOW.,Complaint: CHECK THE BRAKES  Cause: PARKING BRAKE WAS LOOSE  Correction: CHECKED ALL BRAKES. HYDRAULIC BRAKES WORK GREAT. PARKING BRAKE WAS LOOSE SO TIGHTENED THE PARKING BRAKE. BRAKES HOLD GOOD NOW.,ZZZ
E79E5AB5-0EBB-40E2-AA05-00C9910A28C9,HYDRAULIC LEAK                                                      RIGHT REAR DRIVE MOTOR BLOWING OIL AT CASE HALF  PIECES AT GASKET   ,"CAP OFF HOSES, RELEASE BRAKE, TRANSPORT TO SHOP FOR HARD DOWN REPAIR                                                                    ",ZZD
2A31CBAF-D41E-444B-8A77-00CA2A8B4179,HYDRAULIC LEAK. SPILL ON CONCRETE. JIB CYLINDER FAULTY.,UNIT IS LEAKING AT JIB OR EXT CYLINDER. SWAP. REPLACED CYLINDER AND BOTH HOSES. PERFORMED RDI.,HC
45BEE62C-C217-41D4-B0FD-00CB2B35839E,unit stopped moving forward & back. boom function handle inop       Defective f & r controller. button broken inside handle             ,replace shifter assy to resolve issue. replace handle to resolve    boom function                                                       ,EJ
C9E0AE0F-4F92-4284-B414-00CCDB5CB7A8,Generator not producing any power for welder or 110V                Faulty Generator                                                    ,Remove & replace Generator                                                                                                              ,HWG
00724F4A-A528-4393-B66A-00CD210F8305,SEAT BELT BROKEN                                                                                                                        ,REPLACED SEATBELT                                                                                                                       ,MZ
F0324D79-7BF5-4552-9E66-00CD7FE60AC8,FOUND ORINGS FROM 90 DEGREE FITTINGS TO CYLINDER BLOCK FAILED,INSTALL NEW ORINGS.,HO
6E7C99A0-25B7-4404-A905-00CE82F39639,UNIT HAS PLAY IN ROTATOR; ROTATOR IS STARTING TO GO.,REPLACED JIB ROTATOR.,HSP
40B83584-5A2C-466E-971D-00CF1ECFD608,TORN BOOM AT CYL MOUNT. SHEARED BOOM                                                                                                    ,REPLACED MAIN BOOM                                                                                                                      ,noc
6A8DE1D0-ECFD-446E-9C9F-00CF2AD430CE,CALL FOR NO FUNCTIONS AT UCB             FOOT SWITCH HAS FAILED NO OUTPUT                                                               ,REMOVED AND REPLACED FOOTSWITCH                                                                                                         ,GWS
69178397-459F-4ECB-BD1C-00CF304B4B7F,COOLANT LEAK. FOUND RADIATOR LEAKING AT UPPER TANK.                                                                                     ,R&I NEW RADIATOR. RAN UNIT. TEST GOOD.                                                                                                  ,ZZD
63746EC5-3311-4A25-AEC7-00CFE5E75A3A,"Warranty team, apologies for the delay on this claim. Coded wrong. Unit has no controller functions.",R&R gcon assy and tested.,EJE
B3E035A5-AD0B-4C16-AD03-00D076538E23,Unit is leaking hydraulic fluid. The drive pump is leaking from between the pump and motor. Pump came apart.,Removed drive pump and all hydraulic filters. Drained hydraulic tank and flushed tank. Installed drive pump and hydraulic filters. Filled tank and ran unit. Repair complete.,HP
D590B63C-EDB9-44E6-B734-00D0C122F79A,GFCI not working. Faulty GFCI.,"Per Ron Wixon (2067991619), installed new GFCI we stock at shop and tested good.",EZZ
5445E33F-D195-4B4D-B40E-00D18DAF7575,LEAKING AXLES. FOUND SEALS LEAKING IN THE FINAL DRIVES FOR BOTH FRONT & RIGHT REAR AXLES.                                               ,PUT UNIT ON STANDS. REMOVED TIRES. REMOVED PLANETARIES. REMOVED COVERS. RESEALED ALL 3 LEAKING AXLES. FILLED W/ OIL. REASSEMBLED.  TESTE,HO
B7EE9E2C-E16D-48CD-8C07-00D2C6BB7431,Unit had eng. problems was told to call Perkins Wouldn't regen.                                                                         ,Talked with Martin Farrell said call Perkins for repairs.                                                                               ,PGZ
8358F7F0-DB77-4C26-A69F-00D3276CCEE8,"MOTOR INOPERATIVE, MOTOR FAILED INTERNALLY.",REPLACED WITH NEW. 3/01/17 PO #12028750  4/12/17 PO #12120622,EM
A705DE0D-4382-47B7-850F-00D3F198F83F,FOOT SWITCH NOT WORKING EVERY TIME  TRIED TO CLEAN SWITCH AND REPAIR    FAILED TO FIX.,REPLACED FOOTSWITCH,GWS
F5D5B3DF-7F7E-48BF-85C2-00D49404364D,The exhaust pip[e broke at the muffler.                                                                                                 ,Replace the pipe.                                                                                                                       ,PDM
627E847A-AF09-4AEB-BB9A-00D4B52F23B2,"code U033. controller faulty, out of calibration. gcon needs updates                                                                    ","per genie tech support replace 137634, 125721. tested. unit working properly. return to service                                         ",noc
BAE0327F-6520-416A-BFD8-00D4BE53CD47,NO UPPER CONTROLS. FOUND FOOTSWITCH HAD NO OUTPUT.,"REPLACED FOOTSWITCH. RAN AND CHECKED ALL FUNCTION, OK. RETURNED MACHINE TO SERVICE. THIS SAME PART WAS REPLACED BACK ON 7/28/16, REFER INVOICE #5000382378.",ZZZ
D93731CE-85CE-424C-A1E9-00D5712BCE47,Code on GCON about no communication to upper controls.T/S and found upper circuit board inop. OK per Jeff Dunn to file.                 ,"Replaced circuit board and tested. Works fine, returned machine to service.                                                             ",GWS
2FABAEC7-783E-49C1-9FA4-00D673E65CE6,CALL FOR THE LIGHT NOT WORKING        CAPACITOR FAULTY,REPLACED THE CAPACITOR,EZZ
ACD50776-2327-4265-A68A-00D6D9D08657,"basket only rotates one direction , bad seal in rotator per Chuck at genie on 11/04/14.                                                 ",replace rotator unit                                                                                                                    ,HSP
711FEF50-1B7D-43BE-84C3-00D6FA0D7877,"Hyd leak, main lift cylinder, hose to steel line connection.        And seat belt won't latch. Removed main lift cylinder, had resealed.",Reinstalled lift cylinder and installed new seat belt.              Invoice attached for cylinder rebuild. Thanks!                      ,noc
F0CB759A-EB72-438A-8A85-00D858FC00B3,The platform controls wouldn't allow for the boom to extend/ retract                                                                    ,Change the switch on the control panel.                                                                                                 ,ES
953B4C8D-2370-4059-B7FF-00D8E57A1B46,S/C FOR HYD LEAK. INSPECTED FOUND STEER CYLINDER LEAKING. ORDER PARTS,"REMOVED THE STEER CYL, REMOVED AND INSTALLED NEW SEALS. REINSTALLED ALL PARTS, CHECKED AND FILLED FLUID TO LEVEL. STARTED UNIT TESTED AND RECHECKED ALL GOOD. REL",HC
D1ED3C51-125E-4281-9EED-00D963E6AA90,RADIATOR FAN BROKEN ALL BLADES OFF AND PUNCTURED RADIATOR . RADIATOR FAN HIT RADIATOR,"DRAINED COOLANT AND OIL FROM COOLER, REMOVED RADIA TOR, REMOVED OLD FAN, CLEANED UNIT, INSTALLED NEW  FAN, INSTALLED NEW RADIATOR, INSTALLED NEW FITTINGS ON RADIATOR, FILLED WITH COOLANT, FILLED OIL RESERVOIR, RAN TO TEST, ALL OK.",PDZ
D07703F7-DE94-4982-A615-00DB2ADAF51A,Unit had no high rpm; faulty wires                                                                                                      ,Traced wires to foot switch and repaired wires                                                                                          ,GWS
271A8906-1861-4E06-B18B-00DC9AEF7BDD,Machine won't lift or drive,"Replaced pump , Machine working",HP
B5996F9C-3005-4362-B56F-00DCB2FA800A,UNIT WAS CALLED IN FOR SHUTTERING WHILE RUNNING.  INCORRECT CONTROLLER.  FOUND THE SOOT LEVEL AT 126%. CALLED GENIE AS THE UNIT HAD NO  ,"OPTION TO FORCE REGEN. ADVISED TO REPLACE CONTROLLER.  REPLACED AND TESTED, OKAY.                                                       ",ZZZ
BB9F1CBD-5EDB-4413-9D90-00DD24919186,TIRE FELL OFF RIM. INSPECT TIRE LOOKS TO BE IMPROPERLY MOLDED.                                                                          ,ART WITH GENIE VISUALLY CONFIRMED IMPROPER MOLDING OF TIRE.         REMOVED AND REPLACED TIRE.                                          ,GW
A37356C8-CEE5-4462-9749-00DD45E1376C,CIRCUIT BREAKERS TRIPPING WHEN CHARGER IS PLUGGEDIN         INTERNAL SHORT IN CHARGER                                                   ,REPLACED CHARGER                                                                                                                        ,ZZD
1356A9A8-55F9-49F5-ADB1-00DDC0331E85,Won't start.Fuel limiter is out of range - internal failure.,"Hooked into system, performed injector test, compression test and fuel pressure test - all passed. found code for fuel limitor.  hooked unit into the engine software and changed the baud rate for each injector. Checked and tested ok",ZZD
5E92610B-F425-4781-BB3A-00DE51C00CC2,"LIFT WON'T RAISE OR LOWER. IMP ADJUSTMENT OF LIFT HEIGHT SWITCH. SWITCH, WIRE HARNESS & BRACKET DAMAGED WHEN SWITCH CAUGHT DURING CYCLE ",REPLACED PARTS                                                                                                                          ,EZZ
14BF95A5-75A9-4E48-8DE5-00DE8D63CA35,DUAL CAP SPILL GUARD                                                                                                                    ,DUAL CAP SPILL GUARD UPDATE PERFOMED                                                                                                    ,ZZZ
105F37F8-A244-4310-830E-00DE91736237,Intermittant problem with the joystick. Giving off ECM code.,Service call in Kanata. We changed coil cord kit and unit tested ok.,EPG
0259875F-306E-4960-B38C-00E041B51798,The ECM has fault and the machine has no reaction.                                                                                      ,Replace the ECM.                                                                                                                        ,EC
94BE026A-CF77-4FD7-8CB3-00E0D77A5101,"Customer called, unit was operating without footswitch activated.   found switch was damaged internally.                                ",Replaced footswitch and tested.                                                                                                         ,ES
C9968D77-4A0E-4081-9FD2-00E0D9C38406,"Unit has hydraulic leak, defective hose                                                                                                 ",Replaced hyradraulic hoses                                                                                                              ,GWW
5217FAFA-BC32-41EB-A0CB-00E129E43F8C,"On site Controller,Rotary not functioning, checked other parts were ok                                                                  ","Replaced with a new Controller,Rotary. Z45/25J become normal                                                                            ",EJE
6B098F1F-60DE-4CA7-97D8-00E1EC1D4641,ROTATOR MOTOR NO LONGER FUNCTIONS PROPERLY                                                                                              ,REPLACED THE PLATEFORM ROTATOR                                                                                                          ,HSP
7F74713A-79C5-4484-B59D-00E2B2B48742,the light of charger is not bright                                  no electric current is output                                       ,replace a new charger                                               (this charger is local purchasing)                                  ,EC
0C091EDD-7E22-4BAD-8A59-00E2F08152BB,"HEAR KNOB TURNS ALL THE WAY, NEEDS TO BE REPLACED                                                                                       ",ORDERED AND REPLACED TEH KNOB                                                                                                           ,GWS
11D84C07-6BB0-4121-99D8-00E30846A946,LOCATED UNIT AT JOBSITE  TROUBLESHOOT TO FIND A DEFECTIVE P-CON SWITCH,RETURNED TO JOBSITE R/R P CON UPPER DE-CAL  TESTED UNIT FUNCTIONS/GOOD,EZZ
DD0EC8A3-2161-4E29-8FD0-00E4476696ED,NEW UNIT OFF THE DELIVERY TRUCK WAS MISSING HOOK,ORDERED HOOK FOR THE UNIT,MZ
A08A6C50-2395-4154-9F2E-00E48D72DAB0,Cab leaking. Resealed. Machine is now water tight.                                                                                      ,Resealed Cab                                                                                                                            ,GW
0123B702-951A-4DE3-85BA-00E48E74604A,FRONT AXLE FAILING. BRAKES OVERHEATING. RETURNED TO SUBLET REPAIR FOR 2ND TIME.                                                         ,NOTES ON INVOICE HAVE AUTHORIZATION FROM JEFF DUNN TO REPLACE WITH SUPPLIED AXLE. SEE ATTACHMENT.                                       ,MZ
4BD7DEFC-DD67-4BA6-8244-00E4E412A850,unit will not start                                                 found alternator putting out 16v over charge battery                ,replaced battery and alternator. all checks good                                                                                        ,PDA
8E2A2776-EFF8-484F-A710-00E592A029A0,HYDRAULIC LEAKING FROM BACK OF BOOM. FOUND HOSE LEAKING AT CRIMP FITTING *GENIE OWNED ASSET-UNITED WOULD NOT FILE WARRANTY FOR US*,R&R HOSE WITH LOCALLY MADE ONE.,HH
3E23E9CE-C979-4585-9DEF-00E6218364B3," HYD LEAKING, BLOWN 0-RING ON FRONT VALVE                                                                                               ","REPLACED ORING, TESTED UNIT                                                                                                             ",HO
C05CB9A5-871D-4E6B-BB02-00E6A1DD3F4C,rental cudtomer complained that strobe would not work-checked connections and wiring all fine                                           ,replaced strobe-now works                                                                                                               ,EZZ
429BB53B-BF39-43FC-A4EF-00E6A588CF7A, UNIT HAS HYD LEAK              HYD LEAK AT THE DRIVE HUB                                                                               , REPLACED HUB TO CORRECT ISSUE                                                                                                          ,GWS
583DD4DD-DB01-4819-851C-00E6E578EC3D,SHUT OFF AND WON'T START AGAIN/FUEL PRESSURE SENSOR FAULTY.,REPLACED FUEL PRESSURE SENSOR,ZZZ
ED125934-7E1E-4BD0-9E8C-00E74CDC3554,no output  t/s found capacitor defective. ordered new                                                                                   ,replaced capacitor w/new. test.  unit working properly. returned to service                                                             ,EZZ
AE456454-7FD2-476B-ACB1-00E760C46CC2,"On site, it was discovered the the GCON with fault coder C023 can not work . Other parts were OK.","After changing it, the machine turned to work properly",ZZD
4423FB3E-EE3C-465C-ACD4-00E7C74DF78A,Foam filled tires replaced as per Special Genie Tire Warranty                                                                           ,Foam filled tires replaced as per Special Genie Tire Warranty                                                                           ,ZZD
