raw_id,raw_name,raw_desc,resolved_exists,resolved_id,canonical_id,resolved_action,_cluster_id,notes
En_ecdb9e38,IC,"Chemical symbol referring to isobutane, a hydrocarbon used in various industrial applications.",True,En_ecdb9e38,,kept,14,
En_54a4ae70,K.O.,"Knock out, typically referring to a drum used to separate liquids from gases.",True,En_54a4ae70,,kept_noise_global,-1,
En_ce1126ae,LCO,"Light cycle oil, a distillate product from the fluid catalytic cracking process.",True,En_ce1126ae,,kept_noise_global,-1,
En_5c2f9888,LVGO,"Light vacuum gas oil, a petroleum product obtained from the vacuum distillation of crude oil.",True,En_5c2f9888,,kept,29,
En_a5b22c99,mpy,"Mils per year, a unit of measurement for corrosion rate.",True,En_a5b22c99,,kept_noise_global,-1,
En_f43e828e,SCC,"Stress corrosion cracking, a failure mechanism where cracks form due to the combined effects of tensile stress and a corrosive environment.",True,En_f43e828e,,kept_noise_global,-1,
En_fd7b0d1b,sour water stripper,A process unit used to remove hydrogen sulfide and ammonia from sour water.,True,En_fd7b0d1b,,kept,42,
En_d31dc324,Mechanical and Metallurgical Failure,Failures related to mechanical stress and metallurgical properties in industrial components.,True,En_d31dc324,,kept_noise_global,-1,
En_795974aa,Uniform or Localized Loss of Thickness,Reduction in material thickness either uniformly or in specific localized areas.,True,En_795974aa,,kept_noise_global,-1,
En_79bc2be7,High Temperature Corrosion,"Corrosion occurring at elevated temperatures, affecting material integrity.",True,En_79bc2be7,,kept_noise_global,-1,
En_ff3ad450,refining and petrochemical,Industries involved in refining crude oil and producing petrochemical products.,True,En_ff3ad450,,kept,36,
En_52d6dab1,pulp and paper,Industry focused on producing paper and related products from wood pulp.,True,En_52d6dab1,,kept_noise_global,-1,
En_72db826c,fossil utility,Industry sector that generates energy from fossil fuels.,True,En_72db826c,,kept_noise_global,-1,
En_7a2069b8,graphitization,"A change in the microstructure of certain steels, leading to loss of strength and ductility.",True,En_7a2069b8,,kept_noise_global,-1,
En_73419ff3,0.5Mo steels,A type of steel that can undergo graphitization under specific conditions.,True,En_73419ff3,,kept,180,
En_d0de766a,carbide phases,Phases in steels that are unstable at elevated temperatures and may decompose into graphite.,True,En_d0de766a,,kept_noise_global,-1,
En_1ecfdbfc,graphite nodules,Formed from the decomposition of carbide phases in steels during graphitization.,True,En_1ecfdbfc,,kept,131,
En_9bad7795,low alloy C-Mo steels,A type of steel found to be susceptible to graphitization.,True,En_9bad7795,,kept_noise_global,-1,
En_06864466,1% Mo,Molybdenum content in steel that can influence graphitization.,True,En_06864466,,kept,132,
En_9a48e4a0,0.7% chromium,Chromium addition that can eliminate graphitization in steels.,True,En_9a48e4a0,,kept,165,
En_fdef7548,chromium,Element added to steel to eliminate graphitization.,True,En_fdef7548,,kept,165,
En_f62f141b,temperature,"Affects the rate of graphitization, with higher temperatures increasing the rate.",True,En_f62f141b,,kept,218,
En_bec95e87,load bearing capacity,"The ability of a material to support loads without failure, reduced by certain types of graphitization.",True,En_bec95e87,,kept_noise_global,-1,
En_1f85ccee,multipass welded butt joints,"Welded joints where heat-affected zones overlap, potentially covering the entire cross-section.",True,En_1f85ccee,,kept_noise_global,-1,
En_ccd00366,localized yielding,"Occurs in steel, often leading to non-weld graphitization.",True,En_ccd00366,,kept,159,
En_3121b5bb,plastic deformation,"Significant deformation due to cold working or bending, associated with non-weld graphitization.",True,En_3121b5bb,,kept_noise_global,-1,
En_9f97bc71,service temperatures above 1000oF,High temperatures at which severe heat affected zone graphitization can develop.,True,En_9f97bc71,,kept,187,
En_691e6830,Time-Temperature-Transformation curves,"Curves used to predict the transformation of materials over time at specific temperatures, relevant to graphitization.",True,En_691e6830,,kept_noise_global,-1,
En_02dfba9c,carbon steel furnace tubes,"Tubes made of carbon steel used in thermal cracking units, susceptible to graphitization.",True,En_02dfba9c,,kept_noise_global,-1,
En_95715801,seal welds,"Welds used to seal joints, failed due to graphitization in a vertical boiler.",True,En_95715801,,kept_noise_global,-1,
En_45ac11c7,vertical boiler,"A type of boiler with a vertical orientation, part of a fluid catalytic cracker waste heat boiler.",True,En_45ac11c7,,kept_noise_global,-1,
En_4d671318,graphitization failure,"Failure due to the formation of graphite in steel, reported on a C-0.5Mo catalytic reformer reactor/interheater line.",True,En_4d671318,,kept_noise_global,-1,
En_4527b83e,C-0.5Mo catalytic reformer reactor/interheater line,A component in a catalytic reformer where graphitization failure was reported.,True,En_4527b83e,,kept_noise_global,-1,
En_eb2e5dda,low alloy C-0.5Mo tubes and headers,Components where graphitization occurred during the 1940s.,True,En_eb2e5dda,,kept_noise_global,-1,
En_569120fd,economizer tubing,"Equipment operating in temperature range 850°F to 1025°F, susceptible to graphitization.",True,En_569120fd,,kept_noise_global,-1,
En_9186c1ea,steam piping,"Equipment operating in temperature range 850°F to 1025°F, susceptible to graphitization.",True,En_9186c1ea,,kept,103,
En_08391afb,microfissuring,"Formation of small fissures in material, associated with advanced stages of graphitization damage.",True,En_08391afb,,kept,168,
En_6b79d453,subsurface cracking,"Cracks forming below the surface, indicating advanced graphitization damage.",True,En_6b79d453,,kept_noise_global,-1,
En_357aa514,surface connected cracking,"Cracks that connect to the surface, associated with advanced graphitization damage.",True,En_357aa514,,kept_noise_global,-1,
En_84fcb76c,chromium containing low alloy steels,Steels with chromium used to prevent graphitization in long-term operations above 800°F.,True,En_84fcb76c,,kept_noise_global,-1,
En_86653a02,surface breaking cracks,Cracks that appear on the surface due to advanced stages of damage and loss in strength.,True,En_86653a02,,kept_noise_global,-1,
En_a660afa6,J.R. Foulds,Co-author of a study on graphitization of steels in elevated-temperature service.,True,En_a660afa6,,kept,31,
En_5c0db665,J.R. Foulds and R. Viswanathan,Co-authors of a study on graphitization of steels in elevated-temperature service.,True,En_5c0db665,,modified,31,
En_563606f4,Non-Weld Related Graphitization Failures,Study on graphitization failures not associated with welding.,True,En_563606f4,,kept,145,
En_ff3e7edb,CORROSION/89,Conference where the paper 'Non-Weld Related Graphitization Failures' was presented.,True,En_ff3e7edb,,modified,212,
En_a73c37cc,ASM Metals Handbook,A comprehensive reference book on properties and selection of metals and alloys.,True,En_a73c37cc,,kept,213,
En_e4a577c5,"Properties and Selection: Iron, Steels, and High-Performance Alloys","Volume 1 of the ASM Metals Handbook focusing on iron, steels, and high-performance alloys.",True,En_e4a577c5,,kept_noise_global,-1,
En_204ff3ea,Joseph G. Wilson,Author of a study on graphitization of steel and its effects on stress-rupture properties.,True,En_204ff3ea,,kept_noise_global,-1,
En_1d88c933,Petroleum Refining Equipment,Industrial equipment used in the process of refining crude oil into petroleum products.,True,En_1d88c933,,kept,36,
En_406d67b9,"January, 1957","The publication date of the WRC Bulletin Series, No.32.",True,En_406d67b9,,kept_noise_global,-1,
En_1004f865,2.25Cr-1Mo,"A low alloy steel grade with chromium and molybdenum, affected by spheroidization.",True,En_1004f865,,kept,173,
En_333f4703,5Cr-0.5Mo,"A low alloy steel grade with chromium and molybdenum, susceptible to spheroidization.",True,En_333f4703,,kept,173,
En_a752c443,creep resistance,"The ability of steel to resist deformation under mechanical stress, reduced by spheroidization.",True,En_a752c443,,kept,206,
En_a77905fe,metal chemistry,"The chemical composition of the metal, influencing its properties and behavior under certain conditions.",True,En_a77905fe,,kept,193,
En_64ea25d9,microstructure,"The structure of a metal as observed under a microscope, affecting its mechanical properties.",True,En_64ea25d9,,kept,150,
En_bc0fd749,annealed steels,Steels that have been heat-treated to remove internal stresses and improve ductility.,True,En_bc0fd749,,kept,155,
En_00d8d99b,normalized steels,Steels that have been heat-treated to refine the grain structure and improve mechanical properties.,True,En_00d8d99b,,kept,155,
En_cac012e0,coarse-grained steels,"Steels with larger grain sizes, generally more resistant to certain types of damage.",True,En_cac012e0,,kept,156,
En_b6bdd35f,fine-grained steels,"Steels with smaller grain sizes, typically having different mechanical properties compared to coarse-grained steels.",True,En_b6bdd35f,,kept,156,
En_5b49875a,silicon-killed steels,"Steels deoxidized with silicon, affecting their resistance to spheroidization.",True,En_5b49875a,,kept,139,
En_86bf75b7,aluminum-killed steels,"Steels deoxidized with aluminum, influencing their microstructural properties.",True,En_86bf75b7,,kept,139,
En_d9d8913b,piping and equipment,Industrial components that can undergo spheroidization when exposed to high temperatures.,True,En_d9d8913b,,kept,103,
En_7b87454a,increase in ductility,"A rise in material ductility accompanying spheroidization, allowing deformation at stress points.",True,En_7b87454a,,kept,162,
En_fe64d9c2,5% to 9% CrMo alloys,"Alloys containing 5% to 9% chromium and molybdenum, susceptible to spheroidization.",True,En_fe64d9c2,,kept,101,
En_dd9a2f85,reduction in tensile strength,"A decrease in the tensile strength of steel, indicating possible spheroidization.",True,En_dd9a2f85,,kept,162,
En_c30a3c3d,reduction in hardness,"A decrease in hardness of steel, which may indicate a spheroidized microstructure.",True,En_c30a3c3d,,kept,162,
En_2804ced9,graphitization,"A competing mechanism with spheroidization, occurring at overlapping temperature ranges.",True,En_2804ced9,,kept,149,
En_138d98c9,The National Board of Boiler and Pressure Vessel Inspectors Website,Official website for The National Board of Boiler and Pressure Vessel Inspectors.,True,En_138d98c9,,kept,60,
En_7c5245fa,Paper #248,Identifier for the paper 'Non-Weld Related Graphitization Failures' presented at CORROSION/89.,True,En_7c5245fa,,kept_noise_global,-1,
En_5beef484,high-strength low alloy Cr-Mo-V rotor steels,"High-strength low alloy steels used in rotors, affected by temper embrittlement.",True,En_5beef484,,kept_noise_global,-1,
En_ffb1830c,older generation 2.25Cr-1Mo materials,"2.25Cr-1Mo materials manufactured before 1972, particularly susceptible to temper embrittlement.",True,En_ffb1830c,,kept_noise_global,-1,
En_0277cb3e,high strength low alloy steels,A category of steels that are also susceptible to temper embrittlement.,True,En_0277cb3e,,kept,181,
En_e50cdc6d,1.25Cr-0.5Mo alloy steel,An alloy steel not significantly affected by temper embrittlement.,True,En_e50cdc6d,,kept,180,
En_43f9ce7c,metallurgical changes,Changes in the metal structure that can alter toughness or high temperature ductility.,True,En_43f9ce7c,,kept_noise_global,-1,
En_090687fd,900oF (482oC),Temperature at which temper embrittlement develops more quickly in 2.25Cr-1Mo steels.,True,En_090687fd,,kept_noise_global,-1,
En_fc1a5bd5,fabrication heat treatments,Processes during which some embrittlement can occur in materials.,True,En_fc1a5bd5,,kept,185,
En_5a8b2a94,structural integrity,The ability of a component to withstand its intended load without failure.,True,En_5a8b2a94,,kept_noise_global,-1,
En_cde3d969,crack-like flaw,A defect in a component that can significantly reduce its structural integrity.,True,En_cde3d969,,kept_noise_global,-1,
En_f4e2a91c,hydrogen service,"Operating condition where materials are exposed to hydrogen, affecting their toughness.",True,En_f4e2a91c,,kept,74,
En_2729fc68,hydroprocessing units,"Industrial units where equipment susceptible to temper embrittlement is often found, including reactors and exchangers.",True,En_2729fc68,,kept_noise_global,-1,
En_cbe2be1d,visbreaking units,"Units with potential for temper embrittlement, used to reduce viscosity of heavy oils.",True,En_cbe2be1d,,kept_noise_global,-1,
En_823a2efb,hot feed/effluent exchanger components,Components in hydroprocessing units susceptible to temper embrittlement.,True,En_823a2efb,,kept_noise_global,-1,
En_b05163e4,hot HP separators,Components in hydroprocessing units susceptible to temper embrittlement.,True,En_b05163e4,,kept_noise_global,-1,
En_99a07553,upper shelf energy,"The energy absorbed by a material during fracture at high temperatures, indicating toughness.",True,En_99a07553,,kept_noise_global,-1,
En_3c0ff827,re-embrittlement,Reoccurrence of embrittlement in materials when re-exposed to the embrittling temperature range.,True,En_3c0ff827,,kept,202,
En_404e5777,embrittling temperature range,"Temperature range where materials are susceptible to embrittlement, typically between 650°F to 1100°F.",True,En_404e5777,,kept_noise_global,-1,
En_3777aa34,manganese,Element whose levels should be limited in base metal and welding consumables to minimize temper embrittlement.,True,En_3777aa34,,kept_noise_global,-1,
En_4124827d,tin,Element whose levels should be limited in base metal and welding consumables to minimize temper embrittlement.,True,En_4124827d,,kept_noise_global,-1,
En_6bcbe671,antimony,Element whose levels should be limited in base metal and welding consumables to minimize temper embrittlement.,True,En_6bcbe671,,kept,71,
En_887903f1,arsenic,Element whose levels should be limited in base metal and welding consumables to minimize temper embrittlement.,True,En_887903f1,,kept,71,
En_7c964692,pressurization sequence,A process condition that should be monitored to prevent brittle fracture in alloy steels.,True,En_7c964692,,kept,83,
En_3ab24196,alloy steel,A type of steel that includes various alloying elements to improve its mechanical properties.,True,En_3ab24196,,kept_noise_global,-1,
En_a3f18c76,R.A. Swift,Author of a paper on temper embrittlement in low alloy ferritic steels.,True,En_a3f18c76,,kept,23,
En_4d0db2a8,CORROSION/76,Conference where a paper on temper embrittlement was presented.,True,En_4d0db2a8,,kept,212,
En_4b610810,ASM International,Organization associated with materials science and engineering standards and publications.,True,En_4b610810,,kept_noise_global,-1,
En_916f6081,ASM International,Publisher of the work by R. Viswanathan on damage mechanisms.,True,En_916f6081,,kept_noise_global,-1,
En_c04db522,3Cr-1Mo Steel,An alloy steel variant used in heavy wall pressure vessels for high temperature and pressure applications.,True,En_c04db522,,kept_noise_global,-1,
En_c707f96b,reduction in ductility and toughness,"Consequence of strain aging, causing materials to become less ductile and tough.",True,En_c707f96b,,kept,162,
En_318647a5,steel composition,"The chemical makeup of steel, influencing its susceptibility to strain aging.",True,En_318647a5,,kept_noise_global,-1,
En_995b20cb,manufacturing process,"The method used to produce steel, affecting impurity levels and susceptibility.",True,En_995b20cb,,kept_noise_global,-1,
En_cfdbe9d5,Bessemer process,An older steel manufacturing process associated with higher impurity levels.,True,En_cfdbe9d5,,kept,84,
En_c90f9dc8,open hearth process,An older method of steel production with higher impurity levels than modern methods.,True,En_c90f9dc8,,kept,84,
En_c8ed32da,Basic Oxygen Furnace (BOF) process,A modern steel manufacturing process with lower impurity levels.,True,En_c8ed32da,,kept_noise_global,-1,
En_c1f4bf3d,aluminum-killed steel treatment,A steel treatment process using aluminum to reduce susceptibility to strain aging.,True,En_c1f4bf3d,,modified,139,
En_d31ffacf,pressurization sequence versus temperature,"The order and conditions of pressurizing materials relative to temperature, critical to prevent brittle fracture.",True,En_d31ffacf,,kept,83,
En_763d3f76,welding in the vicinity of cracks and notches,"Welding near existing defects in materials, which can exacerbate strain aging.",True,En_763d3f76,,kept,122,
En_b70adee4,wall vessels,Equipment likely to experience strain aging if made from susceptible materials and not stress relieved.,True,En_b70adee4,,kept_noise_global,-1,
En_b40e3d76,brittle cracks,"Cracks that form as a result of strain aging, typically identified through metallurgical analysis.",True,En_b40e3d76,,kept,234,
En_1d4fa7a3,interstitial impurity elements,"Elements within the steel matrix that can affect its properties, particularly in older steels.",True,En_1d4fa7a3,,kept,38,
En_eb88cc04,pressurization temperatures,Temperatures at which equipment can be safely pressurized to avoid strain aging effects.,True,En_eb88cc04,,kept,83,
En_0ac39e61,"UCS 66 of the ASME Code Section VIII, Division I",A reference curve for determining safe pressurization temperatures to prevent strain aging.,True,En_0ac39e61,,kept,96,
En_c70ed9c9,dynamic strain aging,"A mechanism occurring when deformation happens at intermediate temperatures, related to strain aging.",True,En_c70ed9c9,,kept,203,
En_abf49289,blue brittleness,"A form of strain aging characterized by increased brittleness in steels, often associated with certain temperature ranges.",True,En_abf49289,,kept_noise_global,-1,
En_99a7703e,operating time at temperature,Duration for which a material is exposed to a specific temperature range.,True,En_99a7703e,,kept,188,
En_4ba64d96,critical temperature range,"Temperature range where embrittlement occurs most readily, approximately 885°F (475°C).",True,En_4ba64d96,,kept,187,
En_c275ba1d,embrittling intermetallic phase,Phase that precipitates and causes embrittlement in materials at certain temperatures.,True,En_c275ba1d,,kept,82,
En_73457e7c,885°F (475°C),"Temperature at which embrittlement occurs most readily in susceptible materials, approximately within the critical temperature range.",True,En_73457e7c,,modified,187,
En_5d4431c6,600°F (316oC),A temperature at which many thousands of hours may be required to cause embrittlement.,True,En_5d4431c6,,kept,187,
En_4325838f,700°F to 1000°F (371oC to 538oC),Temperature range where materials are assumed to be affected by embrittlement.,True,En_4325838f,,kept,187,
En_283f9691,tempering,A process that can result in embrittlement when performed at higher temperatures.,True,En_283f9691,,kept,185,
En_be5cfb0c,metallography,"A technique used to study the microstructure of metals, not effective for detecting 885°F embrittlement.",True,En_be5cfb0c,,kept,92,
En_a3c4bc76,failure during bend testing,A positive indicator of 885°F embrittlement when samples fail under bend testing.,True,En_a3c4bc76,,kept,117,
En_79cb3cb6,failure during impact testing,A positive indicator of 885°F embrittlement when samples fail under impact testing.,True,En_79cb3cb6,,kept_noise_global,-1,
En_89e8ef93,de-embrittling heat treatment,"A heat treatment process aimed at reversing embrittlement in materials, typically performed at 1100°F (593°C) or higher.",True,En_89e8ef93,,kept,185,
En_ad31400d,hardness increase method,"A method of evaluating material properties by measuring the increase in hardness, particularly for 885°F embrittlement.",True,En_ad31400d,,kept,160,
En_a85a25f9,G. E. Moller,Author of a study on 885oF embrittlement in ferritic stainless steels.,True,En_a85a25f9,,kept_noise_global,-1,
En_f9a97691,Materials Protection,Publication where the study on 885oF embrittlement was published.,True,En_f9a97691,,kept_noise_global,-1,
En_988ff7cf,"May, 1966",Publication date of the study on 885oF embrittlement.,True,En_988ff7cf,,kept_noise_global,-1,
En_712ae026,HK alloys,"A type of cast 300 Series stainless steel with high ferrite content, susceptible to sigma phase formation.",True,En_712ae026,,kept,86,
En_fd7b0c5f,HP alloys,"A type of cast 300 Series stainless steel with high ferrite content, susceptible to sigma phase formation.",True,En_fd7b0c5f,,kept,86,
En_d32efcc2,Types 430 and 440 SS,"Specific types of 400 Series stainless steels with high chromium content, susceptible to sigma phase formation.",True,En_d32efcc2,,kept_noise_global,-1,
En_308a638b,Duplex stainless steel weld deposits,"Weld deposits in duplex stainless steels, prone to rapid sigma phase formation from ferrite phase.",True,En_308a638b,,kept_noise_global,-1,
En_f89a465f,solution annealed material,"Stainless steel material that has undergone solution annealing, used as a comparison for sigmatized steels.",True,En_f89a465f,,kept_noise_global,-1,
En_9d298a59,stainless steel cyclones,Cyclones made of stainless steel used in high temperature FCC Regenerator service.,True,En_9d298a59,,kept_noise_global,-1,
En_6b77afc4,piping ductwork,Ductwork made of stainless steel used in high temperature FCC Regenerator service.,True,En_6b77afc4,,kept_noise_global,-1,
En_71ffd151,valves,Valves made of stainless steel used in high temperature FCC Regenerator service.,True,En_71ffd151,,kept,26,
En_bfa69f3c,300 Series SS Weld Overlays,"Weld overlays made of 300 Series stainless steel that can be embrittled during PWHT treatment, particularly in high temperature applications.",True,En_bfa69f3c,,kept_noise_global,-1,
En_89e88fa9,tube-to-tubesheet attachment welds,"Welds attaching tubes to tubesheets in stainless steel, susceptible to embrittlement during PWHT.",True,En_89e88fa9,,kept_noise_global,-1,
En_c0686e2f,stainless steel heater tubes,Heater tubes made of stainless steel that are susceptible to embrittlement.,True,En_c0686e2f,,kept,98,
En_54547b27,ductile fashion,A mode of fracture where the material deforms significantly before breaking.,True,En_54547b27,,kept_noise_global,-1,
En_922e77b2,wrought material,Material that has been mechanically worked to improve its properties.,True,En_922e77b2,,kept_noise_global,-1,
En_53da02a6,operating temperatures,The temperature range within which a material or equipment is designed to function.,True,En_53da02a6,,kept,188,
En_87ab5908,cast austenitic stainless steels,A type of stainless steel known for high ferrite/sigma content and poor high temperature ductility.,True,En_87ab5908,,kept_noise_global,-1,
En_c767fa14,high ferrite/sigma content,A characteristic of some stainless steels that can lead to poor high temperature ductility.,True,En_c767fa14,,kept_noise_global,-1,
En_d22a7a8d,hot short cracking,Cracking that occurs during welding due to insufficient ferrite content in weld metal.,True,En_d22a7a8d,,kept_noise_global,-1,
En_ed664c37,PWHT temperatures,Postweld heat treatment temperatures that can affect the embrittlement of stainless steel components.,True,En_ed664c37,,kept_noise_global,-1,
En_69342bd5,embrittlement,"Reduction in ductility and toughness of metals, often identified during turnarounds or startup/shutdown.",True,En_69342bd5,,kept,202,
En_e00ac5ec,High Temperature Corrosion in Refinery and Petrochemical Service,A bulletin titled 'High Temperature Corrosion in Refinery and Petrochemical Service' published by INCO.,True,En_e00ac5ec,,kept_noise_global,-1,
En_6088a7aa,High Temperature Engineering Bulletin HTB-2,A bulletin published by INCO in New York in 1960.,True,En_6088a7aa,,kept_noise_global,-1,
En_09ecbc15,INCO,"An organization based in New York, publisher of the High Temperature Engineering Bulletin HTB-2.",True,En_09ecbc15,,kept_noise_global,-1,
En_1bf6dc3e,embrittling phases,Phases that increase susceptibility to brittle fracture by reducing material toughness.,True,En_1bf6dc3e,,kept,82,
En_8396d976,steel cleanliness,"Quality of steel free from impurities, influencing toughness and resistance to brittle fracture.",True,En_8396d976,,kept_noise_global,-1,
En_e1e672be,thicker material sections,"Sections of material with greater thickness, having lower resistance to brittle fracture.",True,En_e1e672be,,kept,65,
En_d510eb4f,triaxial stresses,Stresses at the crack tip increased by higher constraint in thicker material sections.,True,En_d510eb4f,,kept_noise_global,-1,
En_8f0b1783,light hydrocarbons,"Hydrocarbons such as methane, ethane/ethylene, propane/propylene, or butane processed in certain units.",True,En_8f0b1783,,kept,47,
En_008c5d83,alkylation units,"Process units where alkylation reactions occur, potentially involved in autorefrigeration events.",True,En_008c5d83,,kept,47,
En_6027bafb,olefin units,"Units involved in the production or processing of olefins, such as ethylene and propylene.",True,En_6027bafb,,kept,47,
En_627eb540,polymer plants,"Facilities for producing polymers like polyethylene and polypropylene, potentially involved in autorefrigeration events.",True,En_627eb540,,kept_noise_global,-1,
En_0a41742c,ambient temperature hydrotesting,"Testing process conducted at ambient temperature, which can induce high stresses and low toughness.",True,En_0a41742c,,kept_noise_global,-1,
En_34181903,storage bullets/spheres,Storage units for light hydrocarbons that may be susceptible to brittle fracture.,True,En_34181903,,kept_noise_global,-1,
En_4603d131,cleavage,Fracture surface feature characterized by a largely cleavage appearance with limited intergranular cracking.,True,En_4603d131,,kept_noise_global,-1,
En_983820e3,microvoid coalescence,Fracture feature with very little presence in brittle fracture surfaces.,True,En_983820e3,,kept,168,
En_eedd6794,low temperature operation,Operational condition for which materials are specifically designed to prevent brittle fracture.,True,En_eedd6794,,kept,188,
En_5fb60720,upset events,Operational events that can lead to conditions promoting brittle fracture.,True,En_5fb60720,,kept,24,
En_c130fc7e,controlled chemical composition,Materials with specific chemical composition to enhance properties like toughness and resistance to brittle fracture.,True,En_c130fc7e,,kept,126,
En_2b32c8eb,special heat treatment,A process applied to materials to improve their mechanical properties and resistance to damage mechanisms.,True,En_2b32c8eb,,kept,185,
En_3fc41b91,strain age embrittlement,"Embrittlement caused by strain aging, typically in steels, leading to reduced toughness.",True,En_3fc41b91,,kept,202,
En_f7b2984d,titanium hydriding,"A process where titanium absorbs hydrogen, leading to embrittlement and potential failure.",True,En_f7b2984d,,kept,79,
En_275f1791,Jeffery A. Smith,Co-author of a study on the effect of crack depth on fracture toughness of A533-B steel.,True,En_275f1791,,kept,0,
En_28bcca69,Welding Research Council,An organization that publishes research bulletins on welding and related topics.,True,En_28bcca69,,kept,51,
En_d8822c65,Crack Depth (a),"A parameter affecting the fracture toughness of A533-B Steel, as discussed in WRC Bulletin 418.",True,En_d8822c65,,kept,95,
En_67c6b09f,Crack-Depth to Width Ratio (a/W),"A ratio influencing the fracture toughness of A533-B Steel, detailed in WRC Bulletin 418.",True,En_67c6b09f,,kept,95,
En_d6eb0927,"ASME Boiler and Pressure Vessel Code, Section III, Division I",Rules for construction of nuclear power plant components.,True,En_d6eb0927,,kept,96,
En_e7958832,temperature increase,An increase of about 25°F (12°C) can significantly reduce the remaining life of materials.,True,En_e7958832,,kept_noise_global,-1,
En_33e9d2f6,stress increase,An increase of 15% on stress can halve the remaining life of materials.,True,En_33e9d2f6,,kept_noise_global,-1,
En_15847832,creep embrittlement,"Mistaken term for creep damage with little deformation, indicating low creep ductility.",True,En_15847832,,kept,209,
En_e4303c20,high tensile strength materials,"Materials with high resistance to tension, more severely affected by low creep ductility.",True,En_e4303c20,,kept,163,
En_7f0732a4,welds joining dissimilar materials,Welds between ferritic and austenitic materials that may suffer creep related damage.,True,En_7f0732a4,,kept,123,
En_f31bcf40,creep related damage,Damage occurring at high temperatures due to differential thermal expansion stresses.,True,En_f31bcf40,,kept,208,
En_2a411410,scanning electron microscope metallography,Technique used to identify initial stages of creep damage.,True,En_2a411410,,kept,92,
En_980d92f0,creep voids,Voids that appear at grain boundaries in initial stages of creep damage.,True,En_980d92f0,,kept_noise_global,-1,
En_90d21c2b,fissures,Form in later stages of creep damage before cracks develop.,True,En_90d21c2b,,kept,215,
En_4b8584b7,heater tubes,Components that may suffer long term creep damage and exhibit significant bulging.,True,En_4b8584b7,,kept,98,
En_f7324c0e,pipe tee joints,Structural discontinuities in piping where creep cracking can occur due to stress concentrations.,True,En_f7324c0e,,kept_noise_global,-1,
En_4edb621b,nozzles,Components in vessels and piping where stress concentrations can lead to creep cracking.,True,En_4edb621b,,kept,93,
En_23331d24,creep service,Operational condition where materials are exposed to high temperatures and stresses leading to creep damage.,True,En_23331d24,,kept_noise_global,-1,
En_7d6bf03e,metal temperature,"Temperature of metal components, critical in minimizing creep damage.",True,En_7d6bf03e,,kept_noise_global,-1,
En_80d8ab36,chemistry for low alloy materials,Chemical composition selection to minimize low creep ductility in low alloy materials.,True,En_80d8ab36,,kept_noise_global,-1,
En_15d60f0d,catalytic reformer reactor nozzles,Components in catalytic reformers that may suffer from creep damage and require repair.,True,En_15d60f0d,,kept_noise_global,-1,
En_becbc284,repair,"The process of fixing damaged components, such as grinding out affected areas and re-welding.",True,En_becbc284,,kept,46,
En_90de3ac4,replace,An option to substitute a damaged component with a new one when repair is not feasible.,True,En_90de3ac4,,kept,46,
En_7ab95b46,grinding,A method used to remove damaged metal and minimize stress concentration in repairs.,True,En_7ab95b46,,kept_noise_global,-1,
En_b79ccb94,re-welding,A repair technique involving welding again to restore structural integrity after damage removal.,True,En_b79ccb94,,kept_noise_global,-1,
En_a346f1ff,fissuring,"The development of small cracks or splits in a material, often following microvoid formation.",True,En_a346f1ff,,kept,215,
En_2170f17c,dimensional changes,Alterations in the size or shape of a material due to stress or damage mechanisms.,True,En_2170f17c,,kept_noise_global,-1,
En_22487b4c,dimensional measurements,The process of measuring the physical dimensions of a component to detect changes or deformations.,True,En_22487b4c,,kept_noise_global,-1,
En_e087036d,replication,A technique used in metallography to create a replica of a surface for examination.,True,En_e087036d,,kept,92,
En_8a7eefff,CrMo alloys,"Chromium-Molybdenum alloys used in high-temperature applications, susceptible to creep damage.",True,En_8a7eefff,,kept,101,
En_8c2d381b,pressure vessels,Containers designed to hold gases or liquids at a pressure substantially different from the ambient pressure.,True,En_8c2d381b,,kept,89,
En_ed6d6ffc,welds of CrMo alloys,"Joints in chromium-molybdenum alloy materials, critical in high-temperature applications.",True,En_ed6d6ffc,,kept,101,
En_d2469ca2,1.25Cr-0.5Mo,A type of chromium-molybdenum alloy material prone to low creep ductility.,True,En_d2469ca2,,modified,173,
En_68a0d392,angle beam UT,Ultrasonic Testing using shear waves to detect flaws at angles within materials.,True,En_68a0d392,,kept_noise_global,-1,
En_621f40d9,early stages of creep damage,"Initial phase of creep damage, difficult to detect, involving microstructural changes.",True,En_621f40d9,,kept,208,
En_79d55e3c,overheating,"Condition where fired heater tubes exceed normal operating temperatures, potentially causing damage.",True,En_79d55e3c,,kept_noise_global,-1,
En_baf70d1e,blistering,"Formation of raised areas on tube surfaces, often due to internal pressure or heat.",True,En_baf70d1e,,kept_noise_global,-1,
En_d2f6c876,sagging,"Downward bending of tubes, possibly due to heat or mechanical stress.",True,En_d2f6c876,,kept,161,
En_187fc644,bowing,Curvature of tubes indicating potential structural issues.,True,En_187fc644,,kept,161,
En_61bf7a56,wall thickness measurements,Measurements to assess material loss in heater tubes.,True,En_61bf7a56,,kept,52,
En_71ee0538,diametric growth,"Increase in tube diameter, often due to creep.",True,En_71ee0538,,kept_noise_global,-1,
En_2a0a3a57,strap or go/no go gauge,Tools used to measure diametric growth in tubes.,True,En_2a0a3a57,,kept_noise_global,-1,
