canonical_id,canonical_name,member_id,member_name,member_desc,member_type,confidence_score,_cluster_id,resolved_action,resolution_rationale,source_ref
Can_3e142100,Silicon,En_7d98eb04,silicon,Element whose levels should be limited in base metal and welding consumables to minimize temper embrittlement.,Material,,85,merged,"Both entities refer to silicon, an element, and their descriptions are complementary.",
Can_8a40bbeb,Phosphorus,En_5a1e9f7c,P,"Phosphorus, an element found in small quantities in certain steels.",Material,,72,merged,"Both entities refer to the chemical element phosphorus, described as a material with similar properties and implications in metallurgy.",
Can_8a40bbeb,Phosphorus,En_ab6d6f0e,phosphorus,Element whose levels should be limited in base metal and welding consumables to minimize temper embrittlement.,Material,,72,merged,"Both entities refer to the chemical element phosphorus, described as a material with similar properties and implications in metallurgy.",
Can_dc5a927e,duplex structure,En_f61ee068,duplex structure,"A metallurgical structure found in welds of 300 series stainless steels, combining austenitic and ferritic phases.",MaterialStructure,,148,merged,"Both entities refer to a metallurgical structure with a mixed microstructure of austenite and ferrite, and the descriptions are consistent with each other.",
Can_dc5a927e,duplex structure,En_7fb444b2,duplex,A type of stainless steel with a mixed microstructure of austenite and ferrite.,MetallurgicalStructure,,148,merged,"Both entities refer to a metallurgical structure with a mixed microstructure of austenite and ferrite, and the descriptions are consistent with each other.",
Can_e7cdea48,Hydrogen Induced Cracking (HIC),En_46dbf69e,Hydrogen Induced Cracking (HIC),"Internal cracks in metal connecting hydrogen blisters, often leading to surface exposure.",DamageMechanism,,138,merged,"All entities describe the same damage mechanism involving hydrogen-induced cracking in metals, with slight variations in description but consistent in type and context.",
Can_e7cdea48,Hydrogen Induced Cracking (HIC),En_d5d5ccaf,Hydrogen Induced Cracking,"Stepwise internal cracks connecting hydrogen blisters in metal, not requiring external stress.",DamageMechanism,,138,merged,"All entities describe the same damage mechanism involving hydrogen-induced cracking in metals, with slight variations in description but consistent in type and context.",
Can_e7cdea48,Hydrogen Induced Cracking (HIC),En_01670a35,hydrogen induced cracking,"Internal cracks in steel that can interact on different planes, contributing to SOHIC.",DamageMechanism,,138,merged,"All entities describe the same damage mechanism involving hydrogen-induced cracking in metals, with slight variations in description but consistent in type and context.",
Can_e7cdea48,Hydrogen Induced Cracking (HIC),En_2090f5e7,Hydrogen Induced Cracking,"A damage mechanism where hydrogen causes cracking in metals, often in high-pressure environments.",DamageMechanism,,138,merged,"All entities describe the same damage mechanism involving hydrogen-induced cracking in metals, with slight variations in description but consistent in type and context.",
Can_a9636ac3,transgranular plastic shear mechanism,En_02274862,transgranular plastic shear,Mechanism linking internal cracks due to internal pressure from hydrogen accumulation.,DamageMechanism,,118,merged,"Both entities describe a similar mechanism involving transgranular plastic shear and internal pressure, with slight variations in wording.",
Can_a9636ac3,transgranular plastic shear mechanism,En_d21b9e33,transgranular plastic shear mechanism,A mechanism where internal cracks link by shearing across grain boundaries due to internal pressure.,DamageMechanism,,118,merged,"Both entities describe a similar mechanism involving transgranular plastic shear and internal pressure, with slight variations in wording.",
Can_9f89fc95,C-0.5Mo,En_81e8d3f0,C-0.5Mo,A type of low alloy steel containing carbon and 0.5% molybdenum.,Material,,174,merged,"Both entities refer to a type of carbon steel with 0.5% molybdenum, and the descriptions are complementary, indicating they are the same material.",
Can_9f89fc95,C-0.5Mo,En_02595a7b,C-0.5Mo,"A grade of carbon steel with molybdenum, affected by spheroidization.",Material,,174,merged,"Both entities refer to a type of carbon steel with 0.5% molybdenum, and the descriptions are complementary, indicating they are the same material.",
Can_0c841cff,1Cr-0.5Mo,En_5099c113,1Cr-0.5Mo,A type of low alloy steel containing 1% chromium and 0.5% molybdenum.,Material,,173,merged,Both entities refer to the same material composition with slight variations in description.,
Can_0c841cff,1Cr-0.5Mo,En_cc491df3,1Cr-0.5Mo,"A type of low alloy steel with chromium and molybdenum, prone to spheroidization.",Material,,173,merged,Both entities refer to the same material composition with slight variations in description.,
Can_caf93e63,1.25Cr-0.5Mo,En_0ea5b358,1.25 Cr-0.5Mo,A type of low alloy steel containing 1.25% chromium and 0.5% molybdenum.,Material,,173,merged,Both entities refer to the same material composition with slight variations in description.,
Can_caf93e63,1.25Cr-0.5Mo,En_fd8f039e,1.25Cr-0.5Mo,"A low alloy steel grade with chromium and molybdenum, susceptible to spheroidization.",Material,,173,merged,Both entities refer to the same material composition with slight variations in description.,
Can_13f86e47,9Cr-1Mo,En_edca3fdb,9Cr-1Mo,A type of low alloy steel containing 9% chromium and 1% molybdenum.,Material,,176,merged,"Both entities refer to the same material, 9Cr-1Mo, a low alloy steel with similar descriptions and type hints.",
Can_13f86e47,9Cr-1Mo,En_f3ba1f2e,9Cr-1Mo,"A low alloy steel grade with chromium and molybdenum, affected by spheroidization.",Material,,176,merged,"Both entities refer to the same material, 9Cr-1Mo, a low alloy steel with similar descriptions and type hints.",
Can_80c9dc74,Stress oriented hydrogen induced cracking (SOHIC),En_0598d241,Stress oriented hydrogen induced cracking (SOHIC),"An array of cracks aligned nearly perpendicular to the stress, formed by linking small HIC cracks.",DamageMechanism,,141,merged,"Both entities describe the same damage mechanism with similar descriptions and type hints, differing only in the inclusion of the acronym 'SOHIC'.",
Can_80c9dc74,Stress oriented hydrogen induced cracking (SOHIC),En_ffc33bd3,Stress oriented hydrogen induced cracking,"An array of cracks aligned nearly perpendicular to stress, formed by linking small HIC cracks in steel.",DamageMechanism,,141,merged,"Both entities describe the same damage mechanism with similar descriptions and type hints, differing only in the inclusion of the acronym 'SOHIC'.",
Can_2b85c594,Stainless Steel,En_ff6064f1,stainless steel,Four categories of stainless steels characterized by their metallurgical structure at room temperature.,Material,,151,merged,"All entities refer to stainless steel, a corrosion-resistant alloy, with descriptions that overlap significantly in terms of composition and characteristics.",
Can_2b85c594,Stainless Steel,En_6a7c2a32,stainless steel,"A category of steels characterized by their metallurgical structure at room temperature, including austenitic, ferritic, martensitic, and duplex.",Material,,151,merged,"All entities refer to stainless steel, a corrosion-resistant alloy, with descriptions that overlap significantly in terms of composition and characteristics.",
Can_2b85c594,Stainless Steel,En_ee3ea32c,SS,"Stainless Steel, a corrosion-resistant alloy of iron, chromium, and often nickel, known for its durability and resistance to rust.",Material,,151,merged,"All entities refer to stainless steel, a corrosion-resistant alloy, with descriptions that overlap significantly in terms of composition and characteristics.",
Can_2b85c594,Stainless Steel,En_a2430095,Stainless Steel,"A corrosion-resistant alloy of iron, chromium, and often nickel, used in various applications.",Material,,151,merged,"All entities refer to stainless steel, a corrosion-resistant alloy, with descriptions that overlap significantly in terms of composition and characteristics.",
Can_f26c12d1,CDU,En_4abe69ca,CDU,Crude distillation unit used in the refining process.,ProcessUnit,,16,merged,"Both entities refer to a crude distillation unit in the refining process, with similar descriptions and the same type hint, indicating they are the same entity.",
Can_f26c12d1,CDU,En_9838eb83,CDU,Crude distillation unit used in the refining process to separate crude oil into fractions.,ProcessUnit,,16,merged,"Both entities refer to a crude distillation unit in the refining process, with similar descriptions and the same type hint, indicating they are the same entity.",
Can_eb06f02d,Hydrogen,En_cd883370,H,"Hydrogen, a chemical element with symbol H.",Material,,74,merged,"Both entities refer to the chemical element hydrogen, with consistent descriptions and type hints.",
Can_eb06f02d,Hydrogen,En_768b1d7c,hydrogen,"A chemical element, symbol H, commonly used in industrial processes.",Material,,74,merged,"Both entities refer to the chemical element hydrogen, with consistent descriptions and type hints.",
Can_9ab6b118,Brinell hardness number,En_0ea4c3dd,Brinnell hardness number,"A scale for measuring the hardness of materials, denoted as HB.",InspectionMethod,,39,merged,"Both entities refer to the same concept of measuring material hardness, with 'HB' being an abbreviation for 'Brinell hardness number'.",
Can_9ab6b118,Brinell hardness number,En_0e163506,HB,"Brinnell hardness number, a measure of the hardness of materials through the scale of penetration of an indenter.",InspectionMethod,,39,merged,"Both entities refer to the same concept of measuring material hardness, with 'HB' being an abbreviation for 'Brinell hardness number'.",
Can_98589739,High Pressure,En_b1e83e5a,HP,"High pressure, a condition often related to the operation of equipment in industrial settings.",OperatingCondition,,177,merged,"Both entities refer to the concept of high pressure in industrial settings, with 'HP' being a common abbreviation for 'high pressure'.",
Can_98589739,High Pressure,En_66e52423,high pressure,"A condition involving elevated pressure levels, often relevant in industrial processes and equipment.",OperatingCondition,,177,merged,"Both entities refer to the concept of high pressure in industrial settings, with 'HP' being a common abbreviation for 'high pressure'.",
Can_60a8eb23,Ammonium bisulfide,En_9d104d15,NH HS,"Ammonium bisulfide, a chemical compound often found in refinery environments.",Material,,88,merged,"Both entities refer to the same chemical compound, ammonium bisulfide, with consistent descriptions and type hints.",
Can_60a8eb23,Ammonium bisulfide,En_c9814b95,ammonium bisulfide,Chemical compound contributing to erosion-corrosion in hydroprocessing reactor effluent piping.,Material,,88,merged,"Both entities refer to the same chemical compound, ammonium bisulfide, with consistent descriptions and type hints.",
Can_3e10e653,PFD,En_e30992e7,PFD,"Process flow diagram, a schematic representation of the flow of processes in a plant.",ProcessUnit,,1,merged,"Both entities refer to a 'Process flow diagram' with similar descriptions and type hints, differing only slightly in wording.",
Can_3e10e653,PFD,En_047de87c,PFD,"Process flow diagram, a schematic representation of the flow of processes in a system.",ProcessUnit,,1,merged,"Both entities refer to a 'Process flow diagram' with similar descriptions and type hints, differing only slightly in wording.",
Can_77dcd014,SOHIC,En_5661c0c4,SOHIC,"Stress Oriented Hydrogen Induced Cracking, a type of cracking in metals caused by hydrogen embrittlement under stress.",DamageMechanism,,142,merged,"Both entities refer to the same concept of Stress Oriented Hydrogen Induced Cracking, with similar descriptions and identical type hints, indicating they are the same entity.",
Can_77dcd014,SOHIC,En_fad6fa84,SOHIC,"Stress Oriented Hydrogen Induced Cracking, a type of material degradation.",DamageMechanism,,142,merged,"Both entities refer to the same concept of Stress Oriented Hydrogen Induced Cracking, with similar descriptions and identical type hints, indicating they are the same entity.",
Can_d687000b,VDU,En_63440223,VDU,"Vacuum distillation unit, a process unit in refineries used to distill heavy crude oil fractions.",ProcessUnit,,17,merged,"Both entities refer to the same process unit in refineries, with similar descriptions and identical type hints, indicating they are the same entity.",
Can_d687000b,VDU,En_007cdc0e,VDU,Vacuum distillation unit used in refining processes to separate components based on boiling points.,ProcessUnit,,17,merged,"Both entities refer to the same process unit in refineries, with similar descriptions and identical type hints, indicating they are the same entity.",
Can_588be23c,Environmental Cracking,En_36fb4077,Environment Assisted Cracking,Cracking of materials facilitated by environmental conditions such as stress and corrosive agents.,DamageMechanism,,198,merged,"Both entities describe a similar damage mechanism involving cracking due to environmental factors, with overlapping descriptions and type hints.",
Can_588be23c,Environmental Cracking,En_20daf79c,environmental cracking,Cracking that results in surface breaking cracks on the ID surface exposed to corrosive environments.,DamageMechanism,,198,merged,"Both entities describe a similar damage mechanism involving cracking due to environmental factors, with overlapping descriptions and type hints.",
Can_30617a83,stress,En_57edcddf,stress,A critical factor influencing the graphitization process in steels.,CriticalFactor,,221,merged,"Both entities refer to 'stress' as a critical factor in the graphitization process in steels, with overlapping descriptions and identical type hints, indicating they represent the same concept.",
Can_30617a83,stress,En_4936ba25,stress,Mechanical stress in steel that can impact the rate of graphitization.,CriticalFactor,,221,merged,"Both entities refer to 'stress' as a critical factor in the graphitization process in steels, with overlapping descriptions and identical type hints, indicating they represent the same concept.",
Can_0b5f14fd,temperature,En_87ad8d99,temperature,A critical factor that affects the rate and extent of graphitization in steels.,CriticalFactor,,218,merged,"These entities share the same name, type, and similar descriptions related to their influence on graphitization and spheroidization in steels.",
Can_0b5f14fd,temperature,En_9373e4ad,temperature,Temperature range affecting the rate and occurrence of graphitization in steels.,CriticalFactor,,218,merged,"These entities share the same name, type, and similar descriptions related to their influence on graphitization and spheroidization in steels.",
Can_0b5f14fd,temperature,En_7f969065,temperature,"The degree of heat present, influencing the rate of spheroidization in steels.",CriticalFactor,,218,merged,"These entities share the same name, type, and similar descriptions related to their influence on graphitization and spheroidization in steels.",
Can_35683d76,graphitization,En_050cfd72,graphitization,"A process where graphite forms in steel, affecting its mechanical properties.",DamageMechanism,,149,merged,"All these entities describe the same damage mechanism involving the formation of graphite in steel, affecting its properties and leading to potential failures.",
Can_35683d76,graphitization,En_905a7c88,graphitization,"Formation of graphite nodules in steel, affecting tensile strength and creep resistance.",DamageMechanism,,149,merged,"All these entities describe the same damage mechanism involving the formation of graphite in steel, affecting its properties and leading to potential failures.",
Can_35683d76,graphitization,En_164c08be,graphitization,"Formation of graphite in steel, leading to potential failures in refining equipment.",DamageMechanism,,149,merged,"All these entities describe the same damage mechanism involving the formation of graphite in steel, affecting its properties and leading to potential failures.",
Can_35683d76,graphitization,En_dd297d4c,graphitization,"Formation of graphite in steel, reducing creep strength and requiring metallographic examination for detection.",DamageMechanism,,149,merged,"All these entities describe the same damage mechanism involving the formation of graphite in steel, affecting its properties and leading to potential failures.",
Can_35683d76,graphitization,En_7e2c5d55,graphitization,"A damage mechanism where graphite forms in steel, reducing strength, occurring below 1025°F.",DamageMechanism,,149,merged,"All these entities describe the same damage mechanism involving the formation of graphite in steel, affecting its properties and leading to potential failures.",
Can_e3e578e7,random graphitization,En_bbd0c4e3,random graphitization,"Type of graphitization with randomly distributed graphite nodules, affecting tensile strength.",DamageMechanism,,133,merged,"Both entities describe the same type of graphitization with similar characteristics and effects, indicating they refer to the same concept.",
Can_e3e578e7,random graphitization,En_b8f1cf3c,random graphitization,A type of graphitization where graphite nodules are distributed randomly throughout the steel.,DamageMechanism,,133,merged,"Both entities describe the same type of graphitization with similar characteristics and effects, indicating they refer to the same concept.",
Can_ef12f0c8,chains or local planes of concentrated graphite nodules,En_d9c3eea1,chains or local planes of concentrated graphite nodules,More damaging type of graphitization with concentrated graphite nodules.,DamageMechanism,,131,merged,"Both entities describe the same damage mechanism involving concentrated graphite nodules, with similar descriptions and identical names.",
Can_ef12f0c8,chains or local planes of concentrated graphite nodules,En_1be47837,chains or local planes of concentrated graphite nodules,A more damaging type of graphitization resulting in significant reduction in load bearing capacity.,DamageMechanism,,131,merged,"Both entities describe the same damage mechanism involving concentrated graphite nodules, with similar descriptions and identical names.",
Can_6c719733,heat affected zone graphitization,En_2fa2939a,weld heat affected zone graphitization,"Graphitization occurring in the heat-affected zone adjacent to welds, forming weak graphite bands.",DamageMechanism,,134,merged,"All entities describe the same damage mechanism involving graphitization in the heat-affected zone of welds, with similar descriptions and type hints.",
Can_6c719733,heat affected zone graphitization,En_2db2dd6b,heat affected zone graphitization,"Severe graphitization in heat affected zones, developing in as little as 5 years at high temperatures.",DamageMechanism,,134,merged,"All entities describe the same damage mechanism involving graphitization in the heat-affected zone of welds, with similar descriptions and type hints.",
Can_6c719733,heat affected zone graphitization,En_7d1f6545,heat affected zone graphitization,"A form of graphitization occurring in the heat-affected zone of welds, potentially developing in as little as 5 years at high temperatures.",DamageMechanism,,134,merged,"All entities describe the same damage mechanism involving graphitization in the heat-affected zone of welds, with similar descriptions and type hints.",
Can_4f4a4f1a,non-weld graphitization,En_43d9f590,non-weld graphitization,"Graphitization occurring outside of weld heat-affected zones, affecting the steel matrix.",DamageMechanism,,147,merged,"Both entities refer to 'non-weld graphitization' as a damage mechanism in steel, with descriptions that complement each other, indicating they are the same concept.",
Can_4f4a4f1a,non-weld graphitization,En_3148da09,non-weld graphitization,Localized graphitization occurring along planes of localized yielding in steel.,DamageMechanism,,147,merged,"Both entities refer to 'non-weld graphitization' as a damage mechanism in steel, with descriptions that complement each other, indicating they are the same concept.",
Can_a1f38d34,eyebrow graphitization,En_335ebb64,eyebrow graphitization,"Graphite formation within heat affected zones, appearing as a band across the section.",DamageMechanism,,137,merged,"All entities share the same name and type, and their descriptions refer to the same phenomenon of graphite formation in heat affected zones, with slight variations in wording.",
Can_a1f38d34,eyebrow graphitization,En_f671f715,eyebrow graphitization,"Graphite formation within heat affected zones, appearing as a band of weak graphite.",DamageMechanism,,137,merged,"All entities share the same name and type, and their descriptions refer to the same phenomenon of graphite formation in heat affected zones, with slight variations in wording.",
Can_a1f38d34,eyebrow graphitization,En_6f223043,eyebrow graphitization,"Graphite formation in heat affected zones, potentially lowering creep rupture strength.",DamageMechanism,,137,merged,"All entities share the same name and type, and their descriptions refer to the same phenomenon of graphite formation in heat affected zones, with slight variations in wording.",
Can_ae2f431c,hot-wall piping,En_84a1c5d3,hot-wall piping,"Piping that operates at high temperatures, primarily affected by graphitization in certain units.",Component,,104,merged,"All entities refer to piping that operates at high temperatures and are used in similar industrial contexts, with slight variations in description that complement each other.",
Can_ae2f431c,hot-wall piping,En_ac952d8c,hot-wall piping,"Piping that operates with high temperature walls, often used in FCC, catalytic reforming, and coker units.",Component,,104,merged,"All entities refer to piping that operates at high temperatures and are used in similar industrial contexts, with slight variations in description that complement each other.",
Can_ae2f431c,hot-wall piping,En_43701025,hot wall piping,"Piping exposed to high temperatures, susceptible to spheroidization.",Component,,104,merged,"All entities refer to piping that operates at high temperatures and are used in similar industrial contexts, with slight variations in description that complement each other.",
Can_7dae1351,creep strength,En_be20b8c2,creep rupture strength,"The strength of a material under prolonged stress at high temperature, which may be lowered by graphitization.",MaterialProperty,,206,merged,"Both entities describe the material's ability to withstand stress over time at high temperatures, with similar factors affecting them, indicating they refer to the same property.",
Can_7dae1351,creep strength,En_7e0ab9ad,creep strength,"The ability of a material to resist deformation under mechanical stress over time, which can be reduced by spheroidization.",MaterialProperty,,206,merged,"Both entities describe the material's ability to withstand stress over time at high temperatures, with similar factors affecting them, indicating they refer to the same property.",
Can_3548ed18,850°F to 1025°F (441°C to 552°C),En_f7c7abe8,850°F to 1025°F (441°C to 552°C),Temperature range where equipment is more likely to suffer graphitization.,OperatingCondition,,187,merged,"These entities describe overlapping temperature ranges related to graphitization and embrittlement, suggesting they refer to the same operating condition.",
Can_3548ed18,850°F to 1025°F (441°C to 552°C),En_aa6cbc03,1025oF (552oC),Temperature threshold above which graphitization may occur after spheroidization.,OperatingCondition,,187,merged,"These entities describe overlapping temperature ranges related to graphitization and embrittlement, suggesting they refer to the same operating condition.",
Can_3548ed18,850°F to 1025°F (441°C to 552°C),En_c1c54eac,850oF (440oC),Temperature at which temper embrittlement damage is more severe after long-term exposure.,OperatingCondition,,187,merged,"These entities describe overlapping temperature ranges related to graphitization and embrittlement, suggesting they refer to the same operating condition.",
Can_95f9ce19,microvoid formation,En_000b0d6b,microvoid formation,"Development of small voids in material, linked to advanced graphitization damage.",DamageMechanism,,168,merged,"Both entities describe the formation of small voids in materials and are classified as DamageMechanism, indicating they refer to the same concept.",
Can_95f9ce19,microvoid formation,En_4fa6d71c,microvoid formation,"The formation of small voids within a material, often preceding fissuring and cracking.",DamageMechanism,,168,merged,"Both entities describe the formation of small voids in materials and are classified as DamageMechanism, indicating they refer to the same concept.",
Can_cf92af52,graphitization,En_18614609,graphitization,"Formation of graphite in steels during elevated-temperature service, affecting mechanical properties.",DamageMechanism,,152,merged,"Both entities have identical names, descriptions, and type hints, indicating they refer to the same concept.",
Can_cf92af52,graphitization,En_e08d4769,graphitization,"Formation of graphite in steels during elevated-temperature service, affecting mechanical properties.",DamageMechanism,,152,merged,"Both entities have identical names, descriptions, and type hints, indicating they refer to the same concept.",
Can_84b7b7cf,Non-Weld Related Graphitization Failures,En_552ce496,Non-Weld Related Graphitization Failures,"A paper discussing failures due to graphitization not related to welding, presented at CORROSION/89.",Publication,,145,merged,"Both entities are publications with identical names and descriptions, indicating they refer to the same paper presented at CORROSION/89.",
Can_84b7b7cf,Non-Weld Related Graphitization Failures,En_597206ae,Non-Weld Related Graphitization Failures,Title of a paper presented at CORROSION/89 discussing graphitization failures not related to welding.,Publication,,145,merged,"Both entities are publications with identical names and descriptions, indicating they refer to the same paper presented at CORROSION/89.",
Can_12841a44,CORROSION/89,En_725264bd,CORROSION/89,Conference where the paper 'Non-Weld Related Graphitization Failures' was presented.,Conference,,212,merged,"Both entities have the same name, type, and description, indicating they refer to the same conference.",
Can_12841a44,CORROSION/89,En_01a5fe20,CORROSION/89,Conference where the paper 'Non-Weld Related Graphitization Failures' was presented.,Conference,,212,merged,"Both entities have the same name, type, and description, indicating they refer to the same conference.",
Can_16f1c953,ASM International,En_e0ee53ed,ASM International,Organization responsible for publishing the ASM Metals Handbook.,Organization,,199,merged,"Both entities have the same name and type, and their descriptions indicate they refer to the same organization responsible for publishing the ASM Metals Handbook.",
Can_16f1c953,ASM International,En_b6961c18,ASM International,"The organization that publishes the ASM Metals Handbook, located in Materials Park, OH.",Organization,,199,merged,"Both entities have the same name and type, and their descriptions indicate they refer to the same organization responsible for publishing the ASM Metals Handbook.",
Can_60ea5c33,ASM Metals Handbook: Properties and Selection,En_2d36ab5e,ASM Metals Handbook,"A reference book on properties and selection of iron, steels, and high-performance alloys.",ReferenceMaterial,,213,merged,"These entities describe the same reference material focusing on properties and selection of metals, specifically iron, steels, and high-performance alloys.",
Can_60ea5c33,ASM Metals Handbook: Properties and Selection,En_c4fb12b1,ASM Metals Handbook,"A reference book providing information on properties and selection of iron, steels, and high-performance alloys.",ReferenceMaterial,,213,merged,"These entities describe the same reference material focusing on properties and selection of metals, specifically iron, steels, and high-performance alloys.",
Can_60ea5c33,ASM Metals Handbook: Properties and Selection,En_4ab58334,ASM Metals Handbook,"A reference book titled 'Properties and Selection: Iron, Steels, and High-Performance Alloys,' Volume 1.",ReferenceMaterial,,213,merged,"These entities describe the same reference material focusing on properties and selection of metals, specifically iron, steels, and high-performance alloys.",
Can_f030900c,D.N. French,En_82471a9f,D.N. French,"Author of 'Microstructural Degradation', associated with The National Board of Boiler and Pressure Vessel Inspectors.",Author,,140,merged,"All entities refer to the same author of the same work, 'Microstructural Degradation', with no conflicting information.",
Can_f030900c,D.N. French,En_70db429a,D.N. French,"Author of 'Microstructural Degradation,' a reference listed in the document.",Author,,140,merged,"All entities refer to the same author of the same work, 'Microstructural Degradation', with no conflicting information.",
Can_f030900c,D.N. French,En_51b76cf4,D.N. French,Author of 'Microstructural Degradation' referenced in the document.,Author,,140,merged,"All entities refer to the same author of the same work, 'Microstructural Degradation', with no conflicting information.",
Can_d0089046,Microstructural Degradation,En_905693c2,Microstructural Degradation,"A work discussing the degradation of microstructures in materials, authored by D.N. French.",Publication,,136,merged,"Both entities have the same name, type, and author, indicating they refer to the same publication.",
Can_d0089046,Microstructural Degradation,En_71879f92,Microstructural Degradation,"A work referenced in the document, authored by D.N. French.",Publication,,136,merged,"Both entities have the same name, type, and author, indicating they refer to the same publication.",
Can_8e044be8,graphitization,En_3a62f6d5,graphitization,"Formation of graphite in steel, affecting its mechanical properties, particularly in petroleum refining equipment.",DamageMechanism,,153,merged,"Both entities have identical names, descriptions, and type hints, indicating they refer to the same concept.",
Can_8e044be8,graphitization,En_09f3b4d1,graphitization,"Formation of graphite in steel, affecting its mechanical properties, particularly in petroleum refining equipment.",DamageMechanism,,153,merged,"Both entities have identical names, descriptions, and type hints, indicating they refer to the same concept.",
Can_776f1b68,low alloy steels,En_5951db2f,low alloy steels,"Steels with small amounts of alloying elements, such as 1Cr-0.5Mo, affected by spheroidization.",Material,,181,merged,"These entities all refer to 'low alloy steels' with similar descriptions and characteristics, indicating they are the same material type.",
Can_776f1b68,low alloy steels,En_ffc4f421,low alloy steels,A type of steel that can undergo temper embrittlement when exposed to specific temperature ranges.,Material,,181,merged,"These entities all refer to 'low alloy steels' with similar descriptions and characteristics, indicating they are the same material type.",
Can_776f1b68,low alloy steels,En_aa856bbc,low alloy steels,"Steels with a small percentage of alloying elements, also susceptible to brittle fracture.",Material,,181,merged,"These entities all refer to 'low alloy steels' with similar descriptions and characteristics, indicating they are the same material type.",
Can_776f1b68,low alloy steels,En_63462a5a,low alloy steels,"Steels with a small percentage of alloying elements, susceptible to damage from steam blanketing.",Material,,181,merged,"These entities all refer to 'low alloy steels' with similar descriptions and characteristics, indicating they are the same material type.",
Can_54b5fc3c,3Cr-1Mo,En_f0702cab,3Cr-1Mo,"A low alloy steel grade with chromium and molybdenum, prone to spheroidization.",Material,,175,merged,"Both entities refer to the same material, 3Cr-1Mo, a low alloy steel with similar properties described in both entries.",
Can_54b5fc3c,3Cr-1Mo,En_f034ca57,3Cr-1Mo,A low alloy steel less affected by temper embrittlement compared to 2.25Cr-1Mo.,Material,,175,merged,"Both entities refer to the same material, 3Cr-1Mo, a low alloy steel with similar properties described in both entries.",
Can_3bc8d339,piping,En_ee740112,piping,"Components that transport fluids, affected by spheroidization at high temperatures.",Component,,103,merged,"Both entities refer to piping systems, with descriptions that complement each other regarding different temperature effects.",
Can_3bc8d339,piping,En_a3833891,piping,"Piping systems with low operating temperatures that allow moisture presence, susceptible to atmospheric corrosion.",Component,,103,merged,"Both entities refer to piping systems, with descriptions that complement each other regarding different temperature effects.",
Can_1787ff04,equipment,En_dbcde97a,equipment,Industrial machinery that can be affected by spheroidization at elevated temperatures.,Component,,103,merged,"Both entities describe equipment affected by high temperatures and fluid exposure, indicating they refer to the same general concept.",
Can_1787ff04,equipment,En_27b2decf,equipment,All types of equipment exposed to moving fluids and/or catalyst are affected.,Component,,103,merged,"Both entities describe equipment affected by high temperatures and fluid exposure, indicating they refer to the same general concept.",
Can_97dc4f6c,stress concentrations,En_fdf57823,stress concentrations,"Areas where stress is higher, potentially leading to deformation when ductility increases.",Condition,,216,merged,"Both entities refer to areas of concentrated stress that can lead to material failure, and the descriptions are complementary. The type 'StressFactor' is more specific and appropriate.",
Can_97dc4f6c,stress concentrations,En_eb6cb760,stress concentrations,"Areas where stress is concentrated, potentially leading to fatigue crack initiation.",StressFactor,,216,merged,"Both entities refer to areas of concentrated stress that can lead to material failure, and the descriptions are complementary. The type 'StressFactor' is more specific and appropriate.",
Can_0780e870,elevated temperature,En_3c2c9258,elevated temperatures,"High temperatures that can accelerate spheroidization, making prevention difficult.",OperatingCondition,,190,merged,"Both entities refer to high temperature conditions with similar effects, differing only in specific details, and share the same type hint.",
Can_0780e870,elevated temperature,En_d455d625,elevated temperature,High temperature conditions that promote sigma phase formation in stainless steels.,OperatingCondition,,190,merged,"Both entities refer to high temperature conditions with similar effects, differing only in specific details, and share the same type hint.",
Can_8e71fcfa,graphitization,En_7a2d1172,graphitization,"A damage mechanism where graphite forms in steel, affecting its mechanical properties.",DamageMechanism,,149,merged,"Both entities have the same name, type, and similar descriptions indicating they refer to the same damage mechanism involving graphite formation in steel.",
Can_8e71fcfa,graphitization,En_bdfdce6c,graphitization,"A damage mechanism involving the formation of graphite in steel, reducing its mechanical properties.",DamageMechanism,,149,merged,"Both entities have the same name, type, and similar descriptions indicating they refer to the same damage mechanism involving graphite formation in steel.",
Can_bc5dc76a,June 2001,En_df8b65cb,June 2001,Publication date of 'Microstructural Degradation' by D.N. French.,TemporalQualifier,,6,merged,"Both entities refer to the same publication date for the same work, 'Microstructural Degradation', and have identical names and type hints.",
Can_bc5dc76a,June 2001,En_4a69ec48,June 2001,Publication date for 'Microstructural Degradation'.,TemporalQualifier,,6,merged,"Both entities refer to the same publication date for the same work, 'Microstructural Degradation', and have identical names and type hints.",
Can_afefe9ae,"Houston, TX",En_d6f8b93f,"Houston, TX",Location where the CORROSION/89 conference was held.,Location,,12,merged,"Both entities refer to the same geographical location, Houston, TX, and are described in contexts that are not mutually exclusive.",
Can_afefe9ae,"Houston, TX",En_cf82ee0f,"Houston, TX","Location of NACE International, the publisher of the referenced material.",Location,,12,merged,"Both entities refer to the same geographical location, Houston, TX, and are described in contexts that are not mutually exclusive.",
Can_46c1b718,ductile-to-brittle transition temperature,En_07163ecc,ductile-to-brittle transition temperature,"Temperature at which material transitions from ductile to brittle behavior, affected by temper embrittlement.",MaterialProperty,,110,merged,"All entities refer to the same material property with similar descriptions and identical names, indicating they represent the same concept.",
Can_46c1b718,ductile-to-brittle transition temperature,En_86a8875b,ductile-to-brittle transition temperature,"The temperature at which material behavior changes from ductile to brittle, measurable by impact testing.",MaterialProperty,,110,merged,"All entities refer to the same material property with similar descriptions and identical names, indicating they represent the same concept.",
