"entity_id","entity_name","entity_description","entity_type_hint","entity_confidence","entity_resolution_context","entity_flag","class_id","class_label","class_group","chunk_ids","node_properties"
"En_4433b9d4","newly emerged adult butterfly","An adult butterfly immediately after leaving the chrysalis, before its wings have fully expanded and hardened.","LifeStage","0.93","The newly emerged butterfly has soft, wrinkled wings that it must pump full of fluid to expand and harden. This describes a specific condition of the butterfly right after emergence.","entity_raw","ClsR_8098889a","Adult Butterfly Life Stage","Butterfly Biology & Life Cycle","[""Ch_000005""]","[]"
"Can_690f4a29","adult stage of a butterfly","The fourth and final life cycle stage of a butterfly, when the fully developed adult butterfly emerges from the chrysalis, flies, feeds, mates, and reproduces.","LifeStage","0.97","All mentions describe the same terminal life cycle stage of butterflies (adult butterfly / adult stage / adult butterfly stage) with consistent context, differing only in phrasing and minor type hints.","entity_raw","ClsR_8098889a","Adult Butterfly Life Stage","Butterfly Biology & Life Cycle","[""Ch_000001"", ""Ch_000005"", ""Ch_000006"", ""Ch_000007""]","[]"
"En_22353099","urban legends","A category of modern folklore stories, such as the Hook Man, that circulate widely within communities through oral and digital transmission.","Concept","0.9","While the specifics of the story may vary, the underlying fear of the unknown and the threat of danger remain constant in urban legends like the ""Hook Man.","entity_raw","ClsR_0dcfbe42","Urban Legends","Urban Legends and Modern Folklore","[""Ch_000011""]","[]"
"En_f1a3cdff","spread of urban legends","Dissemination of urban legends across regions and continents.","Process","0.9","As societies became more interconnected through trade and travel, urban legends began to spread across regions and continents, taking on new forms and variations.","entity_raw","ClsR_0dcfbe42","Urban Legends","Urban Legends and Modern Folklore","[""Ch_000010""]","[]"
"En_ea272761","proliferation of urban legends","The widespread increase and spread of urban legends in society and media.","Process","0.95","This rapid transmission of information has led to the proliferation of urban legends in popular culture, as they are shared and reshared across various platforms and mediums.","entity_raw","ClsR_0dcfbe42","Urban Legends","Urban Legends and Modern Folklore","[""Ch_000014""]","[]"
"Can_015f4502","urban legends","Narrative stories within modern folklore, often fictional, that spread socially through communities and communication technologies, blending fact and fiction and frequently reflecting societal fears and anxieties.","CulturalPhenomenon","0.99","All mentions use the identical name and describe the same modern folklore storytelling phenomenon, differing only in emphasis (technology, social spread), so they should be represented as a single canonical cultural phenomenon.","entity_raw","ClsR_0dcfbe42","Urban Legends","Urban Legends and Modern Folklore","[]","[]"
"En_9579d803","listeners","People who hear and reflect on urban legends and other stories.","Agent","0.9","The line between fact and fiction is often blurred in these tales, leaving listeners to ponder the truth behind the stories they hear.","entity_raw","ClsR_87701af8","Story and Legend Audiences (including Cautionary Narratives)","Storytelling & Narrative Dissemination","[""Ch_000014""]","[]"
"En_f7ffea39","audiences","Groups of listeners or readers who engage with and are captivated by urban legends.","Agent","0.86","In conclusion, urban legends have been a fascinating aspect of modern folklore for centuries, captivating audiences with their tales of the supernatural and the unknown.","entity_raw","ClsR_87701af8","Story and Legend Audiences (including Cautionary Narratives)","Storytelling & Narrative Dissemination","[""Ch_000015""]","[]"
"En_d7e3f6cf","people around the world","Global population whose imagination and curiosity are captured by urban legends.","SocialGroup","0.87","These tales, often passed down through generations, capture the imagination and curiosity of people around the world.","entity_raw","ClsR_87701af8","Story and Legend Audiences (including Cautionary Narratives)","Storytelling & Narrative Dissemination","[""Ch_000009""]","[]"
"En_3ebba828","global audience","Worldwide collection of people who can receive urban legends via internet and social media.","Actor","0.93","In the age of the internet and social media, stories can be shared and disseminated at lightning speed, reaching a global audience in a matter of seconds.","entity_raw","ClsR_87701af8","Story and Legend Audiences (including Cautionary Narratives)","Storytelling & Narrative Dissemination","[""Ch_000013""]","[]"
"En_9dc9eb21","listeners","People who hear these urban legends and receive the implied warnings about danger.","Actor","0.89","Stories of strangers luring children with candy, haunted houses with dark pasts, and cursed objects warn listeners about the dangers that lurk in the world around them.","entity_raw","ClsR_87701af8","Story and Legend Audiences (including Cautionary Narratives)","Storytelling & Narrative Dissemination","[""Ch_000013""]","[]"
"Can_f8ebbd2b","plant leaves","Plant leaves that serve as sites for egg-laying, feeding by caterpillars, and attachment for chrysalis formation.","Location","0.95","Both refer to the same plant structure (leaves/leaf) used in different but related roles (egg-laying, feeding, chrysalis attachment), so they represent a single canonical concept.","entity_raw","ClsR_11cbea87","Plant Structures as Lepidopteran Substrate and Background","Lepidopteran Plant Interactions & Habitat","[]","[]"
"Can_43b24e7a","host plants","Specific plants on which female butterflies deposit their eggs and that serve as food sources and habitat for early butterfly life stages.","Environment","0.94","Both entries describe the same concept of plants used by butterflies for egg laying and larval feeding in the same life cycle context.","entity_raw","ClsR_11cbea87","Plant Structures as Lepidopteran Substrate and Background","Lepidopteran Plant Interactions & Habitat","[""Ch_000001"", ""Ch_000007""]","[]"
"En_09aa0f55","underside of leaves","The lower surface of plant leaves where butterfly eggs are commonly laid.","Location","0.94","The eggs are usually laid on the underside of leaves to protect them from predators. The size, shape, and color of butterfly eggs vary depending on the species.","entity_raw","ClsR_11cbea87","Plant Structures as Lepidopteran Substrate and Background","Lepidopteran Plant Interactions & Habitat","[""Ch_000002""]","[]"
"En_d3f23ee9","leaves","Plant leaves that are visually imitated by certain caterpillars for concealment.","Environment","0.87","Some caterpillars have spines or hairs for protection, while others mimic the appearance of twigs or leaves to camouflage themselves from predators. Leaves are part of the background environment used for mimicry.","entity_raw","ClsR_11cbea87","Plant Structures as Lepidopteran Substrate and Background","Lepidopteran Plant Interactions & Habitat","[""Ch_000003""]","[]"
"En_eeb5307e","twigs","Small plant branches whose appearance is mimicked by some caterpillars.","Environment","0.86","Some caterpillars have spines or hairs for protection, while others mimic the appearance of twigs or leaves to camouflage themselves from predators. Twigs are the plant structures being visually copied.","entity_raw","ClsR_11cbea87","Plant Structures as Lepidopteran Substrate and Background","Lepidopteran Plant Interactions & Habitat","[""Ch_000003""]","[]"
"En_5ee9c9cd","stem","Plant stem that serves as an attachment point for the caterpillar before forming a chrysalis.","Location","0.95","The caterpillar attaches itself to a leaf or stem and forms a protective shell around itself called a chrysalis.","entity_raw","ClsR_11cbea87","Plant Structures as Lepidopteran Substrate and Background","Lepidopteran Plant Interactions & Habitat","[""Ch_000004""]","[]"
"En_0e254da6","butterfly adult lifespan","The duration of the adult stage of a butterfly's life, typically from a few days to a few weeks depending on species.","LifeStageAttribute","0.88","Adult butterflies have a relatively short lifespan, ranging from a few days to a few weeks, depending on the species. This describes the temporal extent of the adult stage of butterfly life.","entity_raw","ClsR_3dccc0e8","Butterfly Adult Stage Attributes","Butterfly Biology & Life Cycle","[""Ch_000007""]","[]"
"En_821eccdf","species","Different biological species of caterpillars that determine their varied shapes, sizes, and colors.","Class","0.8","Caterpillars come in a variety of shapes, sizes, and colors, depending on the species. Species here refers to the biological categorization that explains variation among caterpillars.","entity_raw","ClsR_47615649","Caterpillar Species","Caterpillar Biology and Defense","[""Ch_000003""]","[]"
"En_48e92359","flowers","Reproductive structures of plants that provide nectar and pollen and are visited by butterflies.","Structure","0.94","Adult butterflies feed on nectar from flowers using their long, tubular mouthparts called proboscis. They play a crucial role in pollination by transferring pollen from one flower to another, helping plants reproduce.","entity_raw","ClsR_9673352a","Flowers (Plant Reproductive Structures)","Flowering Plant Reproduction","[""Ch_000006""]","[]"
"En_c728532d","pollen","Reproductive plant grains that butterflies transfer between flowers during pollination.","Material","0.97","They play a crucial role in pollination by transferring pollen from one flower to another, helping plants reproduce. Here, pollen is identified as the specific reproductive material moved by butterflies among flowers.","entity_raw","ClsR_4f130c6a","Pollen (Plant Reproductive Material)","Flowering Plant Reproduction","[""Ch_000006""]","[]"
"En_48b27b28","ancient times","A distant historical period when early explanatory stories about the unknown were told.","TemporalQualifier","0.92","The origins of urban legends can be traced back to ancient times when stories were used to explain the unknown and the supernatural.","entity_raw","ClsR_48cd5d79","Narrative Explanations of the Unknown and Historical Origins","Narrative Truth, Fiction, and History","[""Ch_000010""]","[]"
"Can_f8783101","stories and tales","Narrative stories and tales, particularly urban legends, used historically to explain unknown and supernatural phenomena and reflecting societal fears and anxieties.","Concept","0.93","Both refer to the same kind of narrative content (urban-legend stories) in the same explanatory context, differing only in phrasing and granularity.","entity_raw","ClsR_48cd5d79","Narrative Explanations of the Unknown and Historical Origins","Narrative Truth, Fiction, and History","[]","[]"
"Can_c6384468","fears and anxieties of society","Collective worries and concerns held by a society that are reflected or mirrored in urban legends.","Concept","0.95","Both mentions share identical wording, very similar descriptions, and the same conceptual role in the context of urban legends, indicating they represent the same concept.","entity_raw","ClsR_1baa8101","Societal Fears and Anxieties in Legends","Urban Legends Sociocultural Context","[""Ch_000012"", ""Ch_000015""]","[]"
"En_1c3e93a0","fears of different cultures","Culturally specific anxieties that influence the content of tales and legends.","Concept","0.86","These tales were often shared orally, passed down from one generation to the next, and evolved over time to suit the interests and fears of different cultures.","entity_raw","ClsR_1baa8101","Societal Fears and Anxieties in Legends","Urban Legends Sociocultural Context","[""Ch_000010""]","[]"
"En_72a7e56d","society","Human communities whose shared fears, anxieties, and imagination shape urban legends.","Agent","0.9","These stories, passed down through generations and shared in communities around the world, serve as cautionary tales that reflect the fears and anxieties of society. As long as there are mysteries to be solved and fears to be faced, urban legends will continue to thrive in the collective imagination of society.","entity_raw","ClsR_c59ba898","Societies as Bearers of Fears","Urban Legends Sociocultural Context","[""Ch_000015""]","[]"
"Can_61a7f8d5","ecosystem","The integrated ecological community of organisms and their physical environment where caterpillars and butterflies interact as pollinators, prey, and participants in ecological processes.","Environment","0.93","Both mentions refer to the same general concept of an ecological community and its environment, differing only by example organisms (caterpillars vs. butterflies).","entity_raw","ClsR_0320d9ad","Ecosystems and Ecological Processes","Ecology and Ecosystems","[]","[]"
"En_abad69f5","natural world","The broad ecological and biological systems, including all living organisms and their environments, of which butterfly life cycles are a part.","EcologicalContext","0.88","By understanding and appreciating the life cycle of butterflies, we gain a deeper appreciation for the intricate connections and processes that make up the natural world. The natural world here denotes the wider ecological context of butterfly existence.","entity_raw","ClsR_0320d9ad","Ecosystems and Ecological Processes","Ecology and Ecosystems","[""Ch_000007""]","[]"
"En_81f97594","ecological connections and processes","The complex web of ecological and biological interactions and processes within ecosystems, highlighted through studying butterfly life cycles.","EcologicalProcess","0.82","By understanding and appreciating the life cycle of butterflies, we gain a deeper appreciation for the intricate connections and processes that make up the natural world. This phrase refers to the complex web of interactions in ecosystems.","entity_raw","ClsR_0320d9ad","Ecosystems and Ecological Processes","Ecology and Ecosystems","[""Ch_000007""]","[]"
"Can_466f6058","pupa stage of the butterfly life cycle","The third developmental stage of a butterfly, in which the organism becomes a pupa enclosed in a chrysalis and undergoes metamorphosis from larva to adult.","ProcessStage","0.98","All mentions describe the same specific life-cycle phase of a butterfly (the pupa/chrysalis stage), differing only in phrasing and minor type hints.","entity_raw","ClsR_df2fa4d9","Butterfly pupa (chrysalis) life stage","TBD","[""Ch_000001"", ""Ch_000004"", ""Ch_000007""]","[]"
"En_e0dc8ccf","soft, wrinkled butterfly wings","The initial post-emergence state of a butterfly’s wings, when they are soft and wrinkled before expansion and hardening.","State","0.9","The newly emerged butterfly has soft, wrinkled wings that it must pump full of fluid to expand and harden. This phrase describes the wings’ texture and state directly after emergence.","entity_raw","ClsR_1e2d5951","Butterfly Wing Post-emergence State","Butterfly Metamorphosis, Anatomy, and Experiential States","[""Ch_000005""]","[]"
"En_8b90e664","productivity","Amount of useful output or work achieved, which AI can help to increase.","Benefit","0.9","While AI technologies have the potential to bring about significant benefits, such as improved efficiency and productivity, they also raise concerns about job displacement, inequality, and the concentration of power in the hands of a few corporations.","entity_raw","ClsR_55e0fda9","AI Societal and Economic Impacts","AI_Impacts_and_Harms","[""Ch_000020""]","[]"
"En_ab9dfae7","job displacement","Loss or shifting of employment roles caused by adoption of AI technologies.","Phenomenon","0.96","While AI technologies have the potential to bring about significant benefits, such as improved efficiency and productivity, they also raise concerns about job displacement, inequality, and the concentration of power in the hands of a few corporations.","entity_raw","ClsR_55e0fda9","AI Societal and Economic Impacts","AI_Impacts_and_Harms","[""Ch_000020""]","[]"
"En_a9f68a35","inequality","Uneven distribution of opportunities, income, or power that may be exacerbated by AI.","Phenomenon","0.93","While AI technologies have the potential to bring about significant benefits, such as improved efficiency and productivity, they also raise concerns about job displacement, inequality, and the concentration of power in the hands of a few corporations.","entity_raw","ClsR_55e0fda9","AI Societal and Economic Impacts","AI_Impacts_and_Harms","[""Ch_000020""]","[]"
"En_985f94b9","improved efficiency","Increase in the effectiveness and speed of processes enabled by AI technologies.","Benefit","0.93","While AI technologies have the potential to bring about significant benefits, such as improved efficiency and productivity, they also raise concerns about job displacement, inequality, and the concentration of power in the hands of a few corporations.","entity_raw","ClsR_55e0fda9","AI Societal and Economic Impacts","AI_Impacts_and_Harms","[""Ch_000020""]","[]"
"Can_6e521b24","societal impact of AI technologies","The broad social, economic, cultural, and ethical consequences that artificial intelligence and its applications may have on society, communities, and social structures.","Phenomenon","0.96","All five mentions describe the same broad concept: the overall societal implications and impacts of AI technologies, differing only in phrasing and minor type hints.","entity_raw","ClsR_55e0fda9","AI Societal and Economic Impacts","AI_Impacts_and_Harms","[]","[]"
"En_d21dd85b","potential of AI","The beneficial capabilities and opportunities offered by artificial intelligence systems.","Concept","0.9","By establishing clear ethical guidelines and regulations, promoting transparency and accountability, and considering the broader societal implications of AI technologies, we can work towards harnessing the potential of AI for the benefit of all while mitigating potential harms.","entity_raw","ClsR_55e0fda9","AI Societal and Economic Impacts","AI_Impacts_and_Harms","[""Ch_000021""]","[]"
"En_c9fa581d","surveillance purposes","Use of technologies to monitor or track individuals or groups.","OperatingCondition","0.9","For example, facial recognition technology can be used for surveillance purposes, raising questions about the right to privacy and the potential for abuse of power by governments or corporations.","entity_raw","ClsR_a21c1d0a","Surveillance Purposes","Artificial Intelligence Technologies & Applications","[""Ch_000017""]","[]"
"Can_0211509c","AI system error or harm","An erroneous action, decision, or resulting negative impact produced by an AI system.","FailureEvent","0.87","Both entities describe the same problematic outcome of an AI system (a mistake and the harm it causes) in the exact same sentence context, so they represent one failure event concept.","entity_raw","ClsR_96535215","AI Responsibility and Accountability Concepts","AI Responsibility & Accountability","[]","[]"
"En_225b9bfb","AI system itself","The AI system considered as a potential bearer of responsibility.","Actor","0.9","Who is responsible when an AI system makes a mistake or causes harm? Should it be the developers, the users, or the AI system itself?","entity_raw","ClsR_96535215","AI Responsibility and Accountability Concepts","AI Responsibility & Accountability","[""Ch_000018""]","[]"
"Can_677b3d47","accountability","The assignment of responsibility for AI system decisions, behaviors, and outcomes in their development and deployment.","Concept","0.98","All four mentions refer to the same ethical concept of responsibility for AI decisions and impacts in development and deployment contexts.","entity_raw","ClsR_96535215","AI Responsibility and Accountability Concepts","AI Responsibility & Accountability","[""Ch_000016"", ""Ch_000018"", ""Ch_000019"", ""Ch_000021""]","[]"
"En_e76bc9ae","lines of accountability","Specified allocations of responsibility among actors when AI systems cause outcomes.","Concept","0.9","As AI systems become more autonomous and make decisions that impact individuals and society, it becomes crucial to establish clear lines of accountability.","entity_raw","ClsR_96535215","AI Responsibility and Accountability Concepts","AI Responsibility & Accountability","[""Ch_000018""]","[]"
"Can_22528e3f","ethical dilemmas in AI development","Complex moral conflicts and issues that arise in the design, development, and deployment of artificial intelligence technologies, including concerns such as privacy, bias, accountability, transparency, and societal impact.","EthicalConcept","0.97","All these mentions refer to the same recurring class of moral conflict situations specific to AI development in the same text, differing only in grammatical number or slight phrasing, so they should be represented as one ethical concept.","entity_raw","ClsR_aae22647","AI Ethics Dilemmas (Concept)","AI Ethics & Governance","[""Ch_000016"", ""Ch_000017"", ""Ch_000018"", ""Ch_000020"", ""Ch_000021""]","[]"
"En_69d1922a","Ethical Dilemmas in AI Development","Textual discussion focused on ethical dilemmas arising from the development of artificial intelligence systems.","Document","0.98","```Ethical Dilemmas in AI Development``` appears as the title of the text, indicating that the document is about ethical dilemmas encountered during the development and deployment of AI technologies.","entity_raw","ClsR_c2889475","AI Ethics Dilemma Documents","AI Ethics & Governance","[""Ch_000016""]","[]"
"Can_cf564007","individuals","Persons whose lives, rights, or opportunities may be affected by AI system decisions.","Actor","0.88","Both entries use the same name and type and describe single persons affected by AI decisions, indicating the same concept.","entity_raw","ClsR_6091ca56","AI-Affected Individuals","AI Governance and Stakeholders","[]","[]"
"En_38023a87","developers","People or organizations that design, build, or train AI systems.","Actor","0.96","Who is responsible when an AI system makes a mistake or causes harm? Should it be the developers, the users, or the AI system itself?","entity_raw","ClsR_6bc42940","AI System Operators and Developers","AI Governance and Stakeholders","[""Ch_000018""]","[]"
"En_a3e5ecec","users","End-users or operators who deploy or interact with AI systems.","Actor","0.96","Who is responsible when an AI system makes a mistake or causes harm? Should it be the developers, the users, or the AI system itself?","entity_raw","ClsR_6bc42940","AI System Operators and Developers","AI Governance and Stakeholders","[""Ch_000018""]","[]"
