canonical_id,canonical_name,member_id,member_name,member_desc,member_type,confidence_score,_cluster_id,resolved_action,resolution_rationale
Can_4a7a1cd6,temper embrittlement,En_834b752a,temper embrittlement,Reduction in toughness due to metallurgical changes in low alloy steels after long-term exposure to certain temperatures.,DamageMechanism,0.95,74,merged,"All entities refer to the same damage mechanism involving metallurgical changes in low alloy steels, with consistent descriptions and context."
Can_4a7a1cd6,temper embrittlement,En_b07a5965,temper embrittlement,"A metallurgical change in alloy steels that can lead to brittle fracture, monitored through impact testing.",DamageMechanism,0.95,74,merged,"All entities refer to the same damage mechanism involving metallurgical changes in low alloy steels, with consistent descriptions and context."
Can_4a7a1cd6,temper embrittlement,En_035614a2,temper embrittlement,A metallurgical change in low alloy ferritic steels that can lead to brittle fracture.,DamageMechanism,0.95,74,merged,"All entities refer to the same damage mechanism involving metallurgical changes in low alloy steels, with consistent descriptions and context."
Can_4a7a1cd6,temper embrittlement,En_b2c16b67,temper embrittlement,A type of embrittlement that occurs in certain steels after exposure to specific temperature ranges.,DamageMechanism,0.9,74,merged,"All entities refer to the same damage mechanism involving metallurgical changes in low alloy steels, with consistent descriptions and context."
Can_b38cff39,"start-up, shutdown, and transient conditions",En_05fae51c,start-up and shutdown,Operational phases where temper embrittled equipment is at risk of brittle fracture.,OperatingCondition,0.85,19,merged,"These entities describe operational conditions where equipment is at risk due to temperature changes, and they share similar descriptions and contexts."
Can_b38cff39,"start-up, shutdown, and transient conditions",En_77af097c,"plant shutdowns, startups or upsets",Operational conditions where the effect on toughness is significant at lower temperatures.,OperatingCondition,0.85,19,merged,"These entities describe operational conditions where equipment is at risk due to temperature changes, and they share similar descriptions and contexts."
Can_b38cff39,"start-up, shutdown, and transient conditions",En_feafbd7c,transient conditions,"Temporary conditions such as startups, shutdowns, or upsets that can cause intermittent vibrations.",OperatingCondition,0.8,19,merged,"These entities describe operational conditions where equipment is at risk due to temperature changes, and they share similar descriptions and contexts."
Can_92c85bb3,C-0.5Mo alloy steel,En_ff4d9163,C-0.5Mo alloy steel,An alloy steel not significantly affected by temper embrittlement.,Material,0.9,88,merged,"Both entities refer to C-0.5Mo alloy steel, sharing similar characteristics and issues such as strain aging."
Can_92c85bb3,C-0.5Mo alloy steel,En_1bc0090d,C-0.5 Mo low alloy steels,"A type of low alloy steel affected by strain aging, known for its specific composition.",Material,0.9,88,merged,"Both entities refer to C-0.5Mo alloy steel, sharing similar characteristics and issues such as strain aging."
Can_8dc6eacf,catalytic reforming units,En_dc5d7b56,catalytic reforming units,"Units with potential for temper embrittlement, including reactors and exchangers.",ProcessUnit,0.85,60,merged,"Both entities refer to catalytic reforming units, with descriptions highlighting temper embrittlement and cracking issues."
Can_8dc6eacf,catalytic reforming units,En_6655b71a,catalytic reformers,Reactors where cracking has been found at long seam welds.,ProcessUnit,0.85,60,merged,"Both entities refer to catalytic reforming units, with descriptions highlighting temper embrittlement and cracking issues."
Can_dd6d0752,impact testing,En_28e121c9,impact testing,A method used to evaluate the toughness of materials by measuring their response to a sudden force.,InspectionMethod,0.9,11,merged,"These entities all describe 'impact testing' as a method to evaluate material toughness and identify embrittlement, with no significant distinguishing features."
Can_dd6d0752,impact testing,En_859e04ae,impact testing,A testing method to confirm 885°F embrittlement by evaluating material toughness.,InspectionMethod,0.9,11,merged,"These entities all describe 'impact testing' as a method to evaluate material toughness and identify embrittlement, with no significant distinguishing features."
Can_dd6d0752,impact testing,En_37e45c87,impact testing,A testing method used to identify embrittlement by evaluating the material's response to impact.,InspectionMethod,0.95,11,merged,"These entities all describe 'impact testing' as a method to evaluate material toughness and identify embrittlement, with no significant distinguishing features."
Can_dd6d0752,impact testing,En_1a3c20cd,impact testing,A testing method to confirm sigma phase embrittlement by assessing material toughness.,InspectionMethod,0.9,11,merged,"These entities all describe 'impact testing' as a method to evaluate material toughness and identify embrittlement, with no significant distinguishing features."
Can_27c5bd0d,R.A. White,En_1ea26af3,R.A. White,Co-author of the publication 'Materials Selection for Refineries and Associated Facilities'.,Author,0.95,41,merged,"Both entities refer to the same person, R.A. White, with identical descriptions and co-authorship."
Can_27c5bd0d,R.A. White,En_ffff6f61,R.A. White,Co-author of 'Materials Selection for Refineries and Associated Facilities'.,Author,0.95,41,merged,"Both entities refer to the same person, R.A. White, with identical descriptions and co-authorship."
Can_1774bb7b,E.F. Ehmke,En_73f24bf8,E.F. Ehmke,Co-author of the publication 'Materials Selection for Refineries and Associated Facilities'.,Author,0.95,41,merged,"Both entities refer to the same person, E.F. Ehmke, with identical descriptions and co-authorship."
Can_1774bb7b,E.F. Ehmke,En_ef5b530b,E.F. Ehmke,Co-author of 'Materials Selection for Refineries and Associated Facilities'.,Author,0.95,41,merged,"Both entities refer to the same person, E.F. Ehmke, with identical descriptions and co-authorship."
Can_8c8bd433,Materials Selection for Refineries and Associated Facilities,En_b4146ee9,Materials Selection for Refineries and Associated Facilities,A publication focused on selecting materials for use in refineries and related facilities.,Publication,0.95,59,merged,"All three entities refer to the same publication with identical names, descriptions, and similar text spans, indicating they are the same entity."
Can_8c8bd433,Materials Selection for Refineries and Associated Facilities,En_d20e3650,Materials Selection for Refineries and Associated Facilities,A publication focused on selecting materials for refinery and associated facility applications.,Publication,0.95,59,merged,"All three entities refer to the same publication with identical names, descriptions, and similar text spans, indicating they are the same entity."
Can_8c8bd433,Materials Selection for Refineries and Associated Facilities,En_cdfbb849,Materials Selection for Refineries and Associated Facilities,A publication focused on selecting materials for use in refineries and related facilities.,Publication,0.95,59,merged,"All three entities refer to the same publication with identical names, descriptions, and similar text spans, indicating they are the same entity."
Can_738bd02b,1991,En_0b6089fd,1991,The year of publication for 'Materials Selection for Refineries and Associated Facilities'.,TemporalQualifier,0.9,49,merged,Both entities refer to the same publication year for 'Materials Selection for Refineries and Associated Facilities'.
Can_738bd02b,1991,En_74579f13,1991,Year of publication for 'Materials Selection for Refineries and Associated Facilities'.,TemporalQualifier,0.95,49,merged,Both entities refer to the same publication year for 'Materials Selection for Refineries and Associated Facilities'.
Can_209f6852,Damage Mechanisms and Life Assessment of High Temperature Components,En_66978a98,Damage Mechanisms and Life Assessment of High Temperature Components,A publication discussing damage mechanisms and life assessment in high temperature components.,Publication,0.95,20,merged,"All entities refer to the same publication by R. Viswanathan, with consistent descriptions and publication details."
Can_209f6852,Damage Mechanisms and Life Assessment of High Temperature Components,En_4cce6a0e,Damage Mechanisms and Life Assessment of High Temperature Components,A work by R. Viswanathan discussing damage mechanisms in high temperature components.,Publication,0.9,20,merged,"All entities refer to the same publication by R. Viswanathan, with consistent descriptions and publication details."
Can_209f6852,Damage Mechanisms and Life Assessment of High Temperature Components,En_6b210be6,Damage Mechanisms and Life Assessment of High Temperature Components,A publication by R. Viswanathan discussing damage mechanisms in high temperature components.,Publication,0.95,20,merged,"All entities refer to the same publication by R. Viswanathan, with consistent descriptions and publication details."
Can_209f6852,Damage Mechanisms and Life Assessment of High Temperature Components,En_9e7e819f,Damage Mechanisms and Life Assessment of High Temperature Components,A publication by R. Viswanathan focusing on damage mechanisms and life assessment of components exposed to high temperatures.,Publication,0.95,20,merged,"All entities refer to the same publication by R. Viswanathan, with consistent descriptions and publication details."
Can_209f6852,Damage Mechanisms and Life Assessment of High Temperature Components,En_e3dba54e,Damage Mechanisms and Life Assessment of High Temperature Components,Book by R.Viswanathan on damage mechanisms in high temperature components.,Publication,0.95,20,merged,"All entities refer to the same publication by R. Viswanathan, with consistent descriptions and publication details."
Can_ed9aa4e9,API Recommended Practice 934,En_02ee6220,API Recommended Practice 934,Guidelines for materials and fabrication of Cr-Mo steel pressure vessels.,Publication,0.95,47,merged,"Both entities refer to 'API Recommended Practice 934', detailing materials and fabrication requirements for specific steel pressure vessels."
Can_ed9aa4e9,API Recommended Practice 934,En_207dcb36,API Recommended Practice 934,A guideline detailing materials and fabrication requirements for specific steel pressure vessels.,Guideline,0.95,47,merged,"Both entities refer to 'API Recommended Practice 934', detailing materials and fabrication requirements for specific steel pressure vessels."
Can_573e2144,Heavy Wall Pressure Vessels,En_74ed1ef3,2-1/4 Cr-1Mo and 3Cr-1Mo Steel Heavy Wall Pressure Vessels,"Types of steel pressure vessels for high temperature, high pressure service.",Component,0.9,95,merged,"These entities all refer to heavy wall pressure vessels used in high temperature and pressure conditions, with overlapping descriptions and contexts."
Can_573e2144,Heavy Wall Pressure Vessels,En_3bde9e8a,Heavy Wall Pressure Vessels,Pressure vessels designed to withstand high temperature and high pressure conditions.,Component,0.85,95,merged,"These entities all refer to heavy wall pressure vessels used in high temperature and pressure conditions, with overlapping descriptions and contexts."
Can_573e2144,Heavy Wall Pressure Vessels,En_0b7d7e55,heavy wall vessels,"Thick-walled containers used in industrial settings, prone to reheat cracking in high restraint areas.",Component,0.9,95,merged,"These entities all refer to heavy wall pressure vessels used in high temperature and pressure conditions, with overlapping descriptions and contexts."
Can_f055795b,American Petroleum Institute,En_9f149494,American Petroleum Institute,Organization that published the API Recommended Practice 934.,Organization,0.9,12,merged,"All entities refer to the American Petroleum Institute, an organization known for setting standards in the oil and natural gas industry, with consistent descriptions and location."
Can_f055795b,American Petroleum Institute,En_808a7d4a,American Petroleum Institute,An organization that provides standards and guidelines for the oil and natural gas industry.,Organization,0.95,12,merged,"All entities refer to the American Petroleum Institute, an organization known for setting standards in the oil and natural gas industry, with consistent descriptions and location."
Can_f055795b,American Petroleum Institute,En_b3b2755f,American Petroleum Institute,"An organization based in Washington, D.C., responsible for publishing API Publication 581.",Organization,0.95,12,merged,"All entities refer to the American Petroleum Institute, an organization known for setting standards in the oil and natural gas industry, with consistent descriptions and location."
Can_f055795b,American Petroleum Institute,En_ee901ed6,American Petroleum Institute,An organization that publishes standards and guidelines for the oil and natural gas industry.,Organization,0.95,12,merged,"All entities refer to the American Petroleum Institute, an organization known for setting standards in the oil and natural gas industry, with consistent descriptions and location."
Can_f055795b,American Petroleum Institute,En_139917f5,American Petroleum Institute,An organization that develops standards for the oil and natural gas industry.,Organization,0.9,12,merged,"All entities refer to the American Petroleum Institute, an organization known for setting standards in the oil and natural gas industry, with consistent descriptions and location."
Can_f055795b,American Petroleum Institute,En_99c40e42,American Petroleum Institute,An organization that sets standards for the oil and natural gas industry.,Organization,0.95,12,merged,"All entities refer to the American Petroleum Institute, an organization known for setting standards in the oil and natural gas industry, with consistent descriptions and location."
Can_f055795b,American Petroleum Institute,En_3615f18f,American Petroleum Institute,An organization that provides standards and guidelines for the petroleum industry.,Organization,0.9,12,merged,"All entities refer to the American Petroleum Institute, an organization known for setting standards in the oil and natural gas industry, with consistent descriptions and location."
Can_f055795b,American Petroleum Institute,En_2498b192,American Petroleum Institute,An organization that publishes standards and guidelines for the oil and natural gas industry.,Organization,0.95,12,merged,"All entities refer to the American Petroleum Institute, an organization known for setting standards in the oil and natural gas industry, with consistent descriptions and location."
Can_0f02c77a,"High Temperature, High Pressure Service",En_f15f444b,"High Temperature, High Pressure Service",Operating conditions for which the steel pressure vessels are designed.,OperatingCondition,0.85,71,merged,"Both entities describe the same operating conditions for steel pressure vessels, with similar descriptions and contexts."
Can_0f02c77a,"High Temperature, High Pressure Service",En_476f08d9,"High Temperature, High Pressure Service","Operating conditions involving elevated temperatures and pressures, requiring specialized materials and design.",OperatingCondition,0.8,71,merged,"Both entities describe the same operating conditions for steel pressure vessels, with similar descriptions and contexts."
Can_e0b400fd,strain aging,En_8806772e,strain aging,A damage mechanism in older carbon steels and C-0.5 Mo low alloy steels due to deformation and aging.,DamageMechanism,0.95,22,merged,"All these entities describe the same damage mechanism in older steels due to deformation and aging, with consistent descriptions and contexts."
Can_e0b400fd,strain aging,En_f70adf3e,strain aging,"Damage mechanism in susceptible materials, often leading to brittle cracks, especially near welds.",DamageMechanism,0.95,22,merged,"All these entities describe the same damage mechanism in older steels due to deformation and aging, with consistent descriptions and contexts."
Can_e0b400fd,strain aging,En_32c1bc39,strain aging,"A damage mechanism in older steels due to deformation and aging, leading to increased hardness and brittleness.",DamageMechanism,0.95,22,merged,"All these entities describe the same damage mechanism in older steels due to deformation and aging, with consistent descriptions and contexts."
Can_e0b400fd,strain aging,En_30b0d2cb,strain aging,A damage mechanism in older steels involving increased hardness and reduced ductility due to deformation and aging.,DamageMechanism,0.95,22,merged,"All these entities describe the same damage mechanism in older steels due to deformation and aging, with consistent descriptions and contexts."
Can_0d36ebb6,increase in hardness and strength,En_263e5bd9,increase in hardness and strength,"Result of strain aging, leading to harder and stronger materials but less ductile and tough.",Symptom,0.85,67,merged,"Both entities describe an increase in hardness as a symptom, with similar implications for material properties."
Can_0d36ebb6,increase in hardness and strength,En_b1208068,hardness increase,"An indicator of 885°F embrittlement in affected areas, detectable through testing.",Symptom,0.85,67,merged,"Both entities describe an increase in hardness as a symptom, with similar implications for material properties."
Can_85e22b6c,"ASME Boiler and Pressure Vessel Code, Section VIII, Division I",En_46708ccd,"ASME Boiler and Pressure Vessel Code, Section VIII, Division I",A standard by the American Society of Mechanical Engineers for the design and construction of pressure vessels.,Reference,0.95,39,merged,"Both entities refer to the same section of the ASME BPV Code, focusing on pressure vessels, and should be merged."
Can_85e22b6c,"ASME Boiler and Pressure Vessel Code, Section VIII, Division I",En_bc2c7be7,ASME BPV Code,A code providing standards for the design and construction of boilers and pressure vessels.,Regulation,0.95,39,merged,"Both entities refer to the same section of the ASME BPV Code, focusing on pressure vessels, and should be merged."
Can_8c1184f4,885°F (475°C) embrittlement,En_c6d64778,885°F (475°C) embrittlement,A loss in toughness due to metallurgical changes in alloys with ferrite phase exposed to 600°F to 1000°F.,DamageMechanism,0.95,74,merged,"All entities refer to the same metallurgical phenomenon affecting ferritic alloys at similar temperature ranges, with slight variations in description and naming conventions."
Can_8c1184f4,885°F (475°C) embrittlement,En_1c701604,885°F embrittlement,A metallurgical change causing loss of toughness in ferritic alloys due to exposure to specific temperature ranges.,DamageMechanism,0.95,74,merged,"All entities refer to the same metallurgical phenomenon affecting ferritic alloys at similar temperature ranges, with slight variations in description and naming conventions."
Can_8c1184f4,885°F (475°C) embrittlement,En_fd0bc758,885°F embrittlement,"A metallurgical change causing loss of toughness, confirmed through bend or impact testing.",DamageMechanism,0.95,74,merged,"All entities refer to the same metallurgical phenomenon affecting ferritic alloys at similar temperature ranges, with slight variations in description and naming conventions."
Can_8c1184f4,885°F (475°C) embrittlement,En_5f12f091,885oF (475oC) embrittlement,"A metallurgical phenomenon affecting ferritic stainless steels, leading to increased brittleness.",DamageMechanism,0.9,74,merged,"All entities refer to the same metallurgical phenomenon affecting ferritic alloys at similar temperature ranges, with slight variations in description and naming conventions."
Can_8c1184f4,885°F (475°C) embrittlement,En_27864461,885oF embrittlement,"Embrittlement occurring at 885°F (475°C) in certain stainless steels, affecting toughness.",DamageMechanism,0.9,74,merged,"All entities refer to the same metallurgical phenomenon affecting ferritic alloys at similar temperature ranges, with slight variations in description and naming conventions."
Can_f71a8500,400 Series SS,En_3779dee6,400 Series SS,"A series of stainless steels including types 405, 409, 410, 410S, 430, and 446, affected by embrittlement.",Material,0.9,8,merged,"All three entities refer to the 400 Series stainless steels, which are ferritic and martensitic, and are described as susceptible to similar metallurgical issues."
Can_f71a8500,400 Series SS,En_40c3ac6f,400 Series SS,"A series of ferritic and martensitic stainless steels with 17% Cr or more, susceptible to sigma phase formation.",Material,0.9,8,merged,"All three entities refer to the 400 Series stainless steels, which are ferritic and martensitic, and are described as susceptible to similar metallurgical issues."
Can_f71a8500,400 Series SS,En_c5ff39a3,400 Series SS,A series of stainless steels that are also susceptible to brittle fracture.,Material,0.85,8,merged,"All three entities refer to the 400 Series stainless steels, which are ferritic and martensitic, and are described as susceptible to similar metallurgical issues."
Can_524115e2,300 Series SS,En_9d1a0c6d,Wrought and cast 300 Series SS,"300 Series stainless steels containing ferrite, especially in welds and overlays, affected by embrittlement.",Material,0.85,8,merged,"These entities all refer to the 300 Series stainless steels, which are austenitic and share susceptibility to similar metallurgical issues."
Can_524115e2,300 Series SS,En_294de22c,300 Series SS,"A series of stainless steels, including wrought metals, weld metal, and castings, susceptible to sigma phase formation.",Material,0.9,8,merged,"These entities all refer to the 300 Series stainless steels, which are austenitic and share susceptibility to similar metallurgical issues."
Can_524115e2,300 Series SS,En_fd2e9029,300 Series SS,"A series of austenitic stainless steels, particularly susceptible to sigma phase formation.",Material,0.9,8,merged,"These entities all refer to the 300 Series stainless steels, which are austenitic and share susceptibility to similar metallurgical issues."
Can_524115e2,300 Series SS,En_2172b420,300 Series SS,Austenitic stainless steels affected by cavitation.,Material,0.9,8,merged,"These entities all refer to the 300 Series stainless steels, which are austenitic and share susceptibility to similar metallurgical issues."
Can_4835db2e,transformation range,En_26558f64,transformation range,Temperature range through which cooling can result in embrittlement.,OperatingCondition,0.75,76,merged,"Both entities refer to a temperature range associated with phase transformations that result in embrittlement, indicating they describe the same concept."
Can_4835db2e,transformation range,En_f976df51,transformation range,"Temperature range where sigma phase transformation occurs, leading to embrittlement.",OperatingCondition,0.8,76,merged,"Both entities refer to a temperature range associated with phase transformations that result in embrittlement, indicating they describe the same concept."
Can_7eae7320,bend testing,En_6d110476,bend testing,A testing method to confirm 885°F embrittlement by assessing material ductility.,InspectionMethod,0.9,10,merged,"Both entities describe bend testing as a method to assess material ductility and confirm embrittlement, indicating they refer to the same concept."
Can_7eae7320,bend testing,En_edc72b5c,bend testing,A testing method used to confirm embrittlement by assessing the material's ability to withstand bending.,InspectionMethod,0.95,10,merged,"Both entities describe bend testing as a method to assess material ductility and confirm embrittlement, indicating they refer to the same concept."
Can_88f0a4bd,turnarounds,En_5c2a6eda,turnarounds,"Operational periods when equipment is taken offline for maintenance, often revealing embrittlement-related issues.",TemporalQualifier,0.8,102,merged,"Both entities refer to the same concept of operational periods for maintenance, with similar descriptions and context."
Can_88f0a4bd,turnarounds,En_30630b46,turnarounds,"Operational periods when equipment is taken offline for maintenance, often revealing embrittlement.",TemporalQualifier,0.75,102,merged,"Both entities refer to the same concept of operational periods for maintenance, with similar descriptions and context."
Can_391c156b,sigma phase embrittlement,En_19fb0cc4,sigma phase embrittlement,Loss of fracture toughness in stainless steels due to the formation of sigma phase at high temperatures.,DamageMechanism,0.95,75,merged,These entities describe the same damage mechanism involving the embrittlement of stainless steels due to sigma phase formation.
Can_391c156b,sigma phase embrittlement,En_91922e17,sigma phase embrittlement,A metallurgical change in stainless steels that is confirmed through metallographic examination and impact testing.,DamageMechanism,0.95,75,merged,These entities describe the same damage mechanism involving the embrittlement of stainless steels due to sigma phase formation.
Can_391c156b,sigma phase embrittlement,En_f3b999aa,sigma embrittlement,"Embrittlement due to the formation of sigma phase in stainless steels, reducing ductility.",DamageMechanism,0.9,75,merged,These entities describe the same damage mechanism involving the embrittlement of stainless steels due to sigma phase formation.
Can_367d518e,sigma phase,En_903684ed,sigma phase,"A metallurgical phase that can form in stainless steels, leading to reduced fracture toughness.",MaterialPhase,0.9,75,merged,"Both entities refer to the sigma phase as a metallurgical phase affecting stainless steels, with similar descriptions."
Can_367d518e,sigma phase,En_75c74c76,sigma phase,"A metallurgical phase that can form in austenitic stainless steels, affecting their mechanical properties.",DamageMechanism,0.95,75,merged,"Both entities refer to the sigma phase as a metallurgical phase affecting stainless steels, with similar descriptions."
Can_110a0063,sigma phase formation,En_16324344,sigma phase formation,"Formation of sigma phase in stainless steels due to high temperature exposure, leading to embrittlement.",DamageMechanism,0.95,75,merged,"These entities describe the formation of sigma phase in stainless steels, leading to embrittlement, and are essentially the same concept."
Can_110a0063,sigma phase formation,En_ae11b931,sigma formation,"Formation of sigma phase in stainless steels, leading to embrittlement during service or fabrication.",DamageMechanism,0.9,75,merged,"These entities describe the formation of sigma phase in stainless steels, leading to embrittlement, and are essentially the same concept."
Can_6ece2282,postweld heat treatment,En_7eac3c7e,postweld heat treatment,A heat treatment process applied to austenitic stainless steels that can lead to sigma phase formation.,Process,0.85,33,merged,"Both entities refer to postweld heat treatment processes, with similar purposes of reducing negative effects after welding."
Can_6ece2282,postweld heat treatment,En_54276ec8,post weld heat treatment,Heat treatment process applied after welding to reduce creep cracking.,MitigationAction,0.85,33,merged,"Both entities refer to postweld heat treatment processes, with similar purposes of reducing negative effects after welding."
Can_97c14473,fracture toughness,En_dc00586c,fracture toughness,"Resistance to crack-like flaws in materials, measured by a Charpy impact test.",MaterialProperty,0.9,66,merged,"Both entities refer to the concept of fracture toughness, with one specifically mentioning A533-B Steel but still aligning with the general definition."
Can_97c14473,fracture toughness,En_73d72c48,Fracture Toughness,"A measure of a material's ability to resist fracture, specifically in A533-B Steel.",MaterialProperty,0.9,66,merged,"Both entities refer to the concept of fracture toughness, with one specifically mentioning A533-B Steel but still aligning with the general definition."
Can_dddb0601,grain size,En_12425254,grain size,Size of grains in steel affecting its toughness and resistance to brittle fracture.,MaterialProperty,0.85,45,merged,"All three entities refer to 'grain size' as a material property affecting mechanical properties and resistance to fracture or cracking, despite slight variations in description."
Can_dddb0601,grain size,En_35277f7f,grain size,"The size of the crystals in a metal, affecting its mechanical properties.",MaterialProperty,0.9,45,merged,"All three entities refer to 'grain size' as a material property affecting mechanical properties and resistance to fracture or cracking, despite slight variations in description."
Can_dddb0601,grain size,En_3e972d05,grain size,A material characteristic influencing high temperature ductility and reheat cracking susceptibility.,MaterialProperty,0.85,45,merged,"All three entities refer to 'grain size' as a material property affecting mechanical properties and resistance to fracture or cracking, despite slight variations in description."
Can_156a2e1a,brittle fracture,En_e9dff23f,brittle fracture,Sudden rapid fracture under stress with little or no ductility or plastic deformation.,DamageMechanism,0.95,80,merged,"All three entities refer to the same concept of brittle fracture, characterized by sudden rapid fracture under stress with little or no ductility or plastic deformation."
Can_156a2e1a,brittle fracture,En_170139fa,brittle fracture,"A sudden, rapid fracture under stress with little or no plastic deformation.",DamageMechanism,0.95,80,merged,"All three entities refer to the same concept of brittle fracture, characterized by sudden rapid fracture under stress with little or no ductility or plastic deformation."
Can_156a2e1a,brittle fracture,En_853044a7,brittle fracture,A sudden rapid fracture under stress with little or no ductility or plastic deformation.,DamageMechanism,0.95,80,merged,"All three entities refer to the same concept of brittle fracture, characterized by sudden rapid fracture under stress with little or no ductility or plastic deformation."
Can_2a0267df,API RP 579,En_82486d6a,API RP 579,A standard for Fitness-For-Service assessments by the American Petroleum Institute.,ReferenceDocument,0.95,48,merged,"All these entities refer to the same API RP 579 standard for Fitness-For-Service assessments by the American Petroleum Institute, as indicated by their consistent naming, descriptions, and context."
Can_2a0267df,API RP 579,En_1766da0b,API RP 579,A standard for Fitness-For-Service assessments published by the American Petroleum Institute.,ReferenceDocument,0.95,48,merged,"All these entities refer to the same API RP 579 standard for Fitness-For-Service assessments by the American Petroleum Institute, as indicated by their consistent naming, descriptions, and context."
Can_2a0267df,API RP 579,En_4eab30e5,API RP 579,A standard by the American Petroleum Institute for Fitness-For-Service assessments.,ReferenceDocument,0.95,48,merged,"All these entities refer to the same API RP 579 standard for Fitness-For-Service assessments by the American Petroleum Institute, as indicated by their consistent naming, descriptions, and context."
Can_2a0267df,API RP 579,En_c14a6d1a,API RP 579,A standard by the American Petroleum Institute for fitness-for-service assessments.,ReferenceDocument,0.9,48,merged,"All these entities refer to the same API RP 579 standard for Fitness-For-Service assessments by the American Petroleum Institute, as indicated by their consistent naming, descriptions, and context."
Can_2a0267df,API RP 579,En_7a32c5d6,API RP 579,A standard for Fitness-For-Service assessments published by the American Petroleum Institute.,ReferenceDocument,0.95,48,merged,"All these entities refer to the same API RP 579 standard for Fitness-For-Service assessments by the American Petroleum Institute, as indicated by their consistent naming, descriptions, and context."
Can_2a0267df,API RP 579,En_380e75df,API RP 579,A standard titled 'Fitness-For-Service' published by the American Petroleum Institute.,ReferenceMaterial,0.9,48,merged,"All these entities refer to the same API RP 579 standard for Fitness-For-Service assessments by the American Petroleum Institute, as indicated by their consistent naming, descriptions, and context."
Can_2a0267df,API RP 579,En_b9b5e3ab,API RP 579,A standard for Fitness-For-Service assessments published by the American Petroleum Institute.,Standard,0.95,48,merged,"All these entities refer to the same API RP 579 standard for Fitness-For-Service assessments by the American Petroleum Institute, as indicated by their consistent naming, descriptions, and context."
Can_b6085d8a,WRC Bulletin 418,En_088197e6,WRC Bulletin 418,A publication by the Welding Research Council discussing the fracture toughness of A533-B steel.,ReferenceDocument,0.9,43,merged,Both entities refer to the same WRC Bulletin 418 with identical descriptions and context.
Can_b6085d8a,WRC Bulletin 418,En_db138123,WRC Bulletin 418,A publication by the Welding Research Council discussing the fracture toughness of A533-B Steel.,Document,0.9,43,merged,Both entities refer to the same WRC Bulletin 418 with identical descriptions and context.
Can_e9bd9ad6,Stress Rupture,En_e47bf97c,stress rupture,"Failure of a material due to prolonged exposure to stress and high temperature, leading to rupture.",FailureEvent,0.85,65,merged,"Both entities describe the same failure mechanism due to stress and high temperature, with similar descriptions and contexts."
Can_e9bd9ad6,Stress Rupture,En_2c98e4ea,Stress Rupture,Failure mechanism due to prolonged stress at elevated temperatures causing material rupture.,DamageMechanism,0.95,65,merged,"Both entities describe the same failure mechanism due to stress and high temperature, with similar descriptions and contexts."
Can_87e7a050,metals and alloys,En_708e3ac2,metals and alloys,"Materials affected by creep and stress rupture, susceptible to deformation under high temperature and load.",Material,0.9,61,merged,"These entities all refer to metals and alloys, often mentioned together in the context of materials affected by various physical and chemical processes."
Can_87e7a050,metals and alloys,En_3b6057f0,alloy,A mixture of metals that can be affected by creep deformation under certain conditions.,Material,0.8,61,merged,"These entities all refer to metals and alloys, often mentioned together in the context of materials affected by various physical and chemical processes."
Can_87e7a050,metals and alloys,En_9fbd5af2,all metals and alloys,Materials that can be affected by thermal shock.,Material,0.9,61,merged,"These entities all refer to metals and alloys, often mentioned together in the context of materials affected by various physical and chemical processes."
Can_87e7a050,metals and alloys,En_4d79b3c7,metals,"Materials that are typically hard, shiny, and have good electrical and thermal conductivity.",Material,0.95,61,merged,"These entities all refer to metals and alloys, often mentioned together in the context of materials affected by various physical and chemical processes."
Can_87e7a050,metals and alloys,En_fa55d47d,alloys,Materials made by combining two or more metallic elements to enhance strength or resistance.,Material,0.95,61,merged,"These entities all refer to metals and alloys, often mentioned together in the context of materials affected by various physical and chemical processes."
Can_87e7a050,metals and alloys,En_8d90a06d,metals,"Materials affected by erosion and erosion-corrosion, including all metals.",Material,0.9,61,merged,"These entities all refer to metals and alloys, often mentioned together in the context of materials affected by various physical and chemical processes."
Can_78a19e95,strain rate,En_e25abd81,strain rate,"Rate of damage sensitive to both load and temperature, affecting the rate of creep deformation.",CriticalFactor,0.88,85,merged,"Both entities describe 'strain rate' as a rate of damage sensitive to load and temperature, affecting deformation, and are likely referring to the same concept."
Can_78a19e95,strain rate,En_b27ec50d,strain rate,"Rate of damage sensitive to load and temperature, affecting the deformation process.",DamageMechanism,0.9,85,merged,"Both entities describe 'strain rate' as a rate of damage sensitive to load and temperature, affecting deformation, and are likely referring to the same concept."
Can_99c5cd3c,threshold temperature,En_6c2953cb,threshold temperatures,Temperatures above which creep damage becomes a concern for materials.,OperatingCondition,0.9,76,merged,"Both entities describe threshold temperatures related to creep damage, with one focusing on the upper limit and the other on the lower limit, suggesting they are complementary aspects of the same concept."
Can_99c5cd3c,threshold temperature,En_c1584e26,threshold limit,Temperature below which the life of metal components becomes nearly infinite.,OperatingCondition,0.9,76,merged,"Both entities describe threshold temperatures related to creep damage, with one focusing on the upper limit and the other on the lower limit, suggesting they are complementary aspects of the same concept."
Can_9cbb178e,creep damage,En_525e0e10,creep damage,Damage to metal components due to time-dependent deformation under stress at high temperatures.,DamageMechanism,0.95,85,merged,"All entities describe 'creep damage' as damage to materials due to high temperature and stress, with similar descriptions of deformation and microvoid formation, indicating they refer to the same concept."
